	oob_score	n_estimators	min_weight_fraction_leaf	min_samples_split	min_samples_leaf	min_impurity_decrease	max_samples	max_leaf_nodes	max_features	max_depth	criterion	ccp_alpha	bootstrap	accuracy	average_precision	f1	precision	recall	roc_auc
8333	False	100	1.0	10	1	5.0	0.75	100.0	sqrt	100.0	gini	1e-05	False						
8334	False	10	1.0	10	5	10.0	1.0	10.0	auto		entropy	0.01	True						
8335	False	100	0.0	2	2	0.0	1.0	500.0	log2	100.0	gini	0.0	True	0.8628168070043148	0.7615788696652761	0.6232861626622954	0.8379579148732663	0.566400580551524	0.8528030846171333
8336	False	75	5.0	5	1	1.0		100.0	log2	10.0	gini	0.01	True						
8337	False	100	0.0	5	1	5.0	0.75	100.0	auto		entropy	0.01	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
8338	False	50	1.0	10	1	5.0	0.1	500.0	log2	100.0	gini	0.001	True						
8339	False	25	1.0	2	1	1.0		500.0	auto		entropy	1.0	True						
8340	False	50	5.0	10	5	10.0	0.75	50.0	auto	1000.0	gini	0.1	True						
8341	False	75	0.0	2	1	10.0	0.75	100.0	log2		entropy	0.1	False						
8342	True	50	5.0	5	2	0.5	0.5	100.0	auto	100.0	entropy	0.01	False						
8343	False	10	0.0	10	5	0.5	0.25		sqrt	100.0	gini	0.001	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
8344	False	50	0.0	2	2	0.5	0.75		auto		gini	0.001	False						
8345	False	50	1.0	10	2	0.5	0.5	500.0	log2	10.0	gini	0.0001	False						
8346	False	10	5.0	10	2	10.0	0.1	1000.0	log2	100.0	gini	0.001	True						
8347	True	50	1.0	2	1	5.0	0.1	50.0	auto	1000.0	gini	0.1	True						
8348	True	25	0.0	2	2	1.0	0.5	200.0	log2	1000.0	gini	1e-05	False						
8349	True	75	10.0	5	5	0.5	0.9	500.0	auto	100.0	gini	1e-05	True						
8350	False	75	1.0	2	2	1.0	0.25	200.0	log2	1000.0	entropy	0.0	False						
8351	True	25	1.0	2	2	10.0		1000.0	auto	100.0	gini	0.001	False						
8352	False	75	0.0	10	5	5.0	0.9	10.0	sqrt	1000.0	gini	0.0	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
8353	True	50	1.0	5	1	0.5	0.75	100.0	sqrt	1000.0	gini	1e-05	False						
8354	False	25	5.0	5	1	0.0	0.9	100.0	auto		entropy	0.0	True						
8355	False	75	5.0	5	5	5.0		200.0	auto	1000.0	gini	0.001	True						
8356	False	100	0.0	2	2	0.5		100.0	sqrt	100.0	gini	0.001	False	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
8357	False	75	5.0	2	1	0.0	0.1	10.0	sqrt	1000.0	gini	1e-05	False						
8358	True	50	1.0	2	2	0.5	1.0	50.0	log2	10.0	entropy	0.001	True						
8359	True	25	1.0	2	1	0.5		100.0	sqrt	100.0	gini	0.001	True						
8360	True	50	1.0	10	2	0.5	0.1	500.0	sqrt		entropy	0.1	False						
8361	True	50	10.0	5	5	1.0		10.0	log2		gini	1e-05	False						
8362	True	50	5.0	2	2	5.0		200.0	sqrt	100.0	entropy	0.0	False						
8363	True	75	1.0	2	2	1.0	0.25	200.0	log2	1000.0	entropy	1.0	False						
8364	False	75	0.0	2	2	5.0	0.5		auto		gini	0.001	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
8365	True	25	1.0	5	5	1.0		1000.0	sqrt	10.0	gini	0.001	True						
8366	True	100	10.0	10	1	5.0	0.1	1000.0	sqrt	1000.0	entropy	0.0001	False						
8367	False	50	0.0	5	1	0.5	1.0	100.0	sqrt	1000.0	entropy	1.0	False						
8368	False	75	0.0	5	2	10.0		200.0	auto	10.0	entropy	0.0001	False	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
8369	True	25	1.0	5	5	10.0	0.75		sqrt		entropy	0.001	True						
8370	True	50	1.0	10	2	1.0	0.75	10.0	log2	100.0	entropy	0.0	True						
8371	True	10	1.0	10	2	10.0	0.75		sqrt	10.0	gini	0.001	True						
8372	False	100	0.0	2	2	0.5	1.0	500.0	auto		entropy	0.1	False						
8373	True	10	1.0	2	1	5.0	0.1	500.0	log2		gini	0.1	False						
8374	True	25	0.0	5	5	5.0	0.1	1000.0	log2	100.0	entropy	1.0	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
8375	False	50	1.0	5	2	1.0	0.1	10.0	log2	1000.0	entropy	1e-05	False						
8376	False	25	10.0	5	1	1.0	0.5	100.0	sqrt		entropy	0.0	True						
8377	False	10	10.0	2	1	1.0	0.1	10.0	log2	100.0	gini	1.0	True						
8378	False	100	1.0	5	1	1.0	0.25	500.0	log2		entropy	1e-05	False						
8379	False	25	0.0	2	1	10.0	0.5	50.0	sqrt	1000.0	entropy	0.0001	False						
8380	True	100	5.0	2	1	0.0	0.1	200.0	sqrt		gini	0.1	True						
8381	True	10	10.0	5	1	0.0	0.9	1000.0	log2	100.0	gini	0.0	True						
8382	False	25	0.0	10	2	0.5	0.25	100.0	sqrt	100.0	gini	1.0	False						
8383	True	50	0.0	5	2	10.0	0.5		log2	100.0	gini	0.0001	False						
8384	True	10	10.0	10	5	0.0	0.5	100.0	auto		entropy	0.001	False						
8385	False	100	0.0	2	1	10.0		200.0	auto	1000.0	gini	0.0001	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
8386	True	50	10.0	10	2	0.0	0.9	100.0	auto	1000.0	entropy	0.01	True						
8387	True	10	5.0	2	5	0.0	0.75	200.0	sqrt	10.0	entropy	0.001	True						
8388	True	100	1.0	2	5	0.0	0.25	200.0	sqrt	100.0	entropy	0.0	False						
8389	False	25	0.0	5	5	5.0	0.25	1000.0	log2	10.0	entropy	0.0	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
8390	False	50	5.0	10	5	1.0	0.75	10.0	sqrt	10.0	gini	1e-05	True						
8391	True	100	5.0	10	2	5.0	0.25	50.0	auto	100.0	gini	0.001	False						
8392	False	75	10.0	10	2	5.0	0.75	100.0	sqrt	1000.0	entropy	1.0	False						
8393	True	50	5.0	10	5	0.5	0.9	200.0	sqrt	10.0	gini	0.0001	True						
8394	True	75	5.0	2	1	10.0	0.5		sqrt	10.0	entropy	0.0001	True						
8395	False	25	1.0	10	5	5.0	0.9	200.0	auto	100.0	entropy	0.001	True						
8396	False	10	5.0	2	2	5.0	0.5	100.0	log2	10.0	entropy	1.0	True						
8397	False	25	5.0	2	5	0.5	0.5	100.0	sqrt	10.0	entropy	0.01	False						
8398	False	10	1.0	2	5	1.0	0.25	10.0	auto		entropy	0.01	True						
8399	False	10	0.0	5	5	5.0	0.5	500.0	auto	10.0	gini	0.001	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
8400	True	25	10.0	10	1	0.5	1.0	50.0	log2	10.0	entropy	0.01	True						
8401	True	50	10.0	2	1	0.0	0.25	1000.0	log2	1000.0	gini	1e-05	True						
8402	False	75	0.0	5	5	1.0	1.0		auto	10.0	gini	0.001	False						
8403	False	100	1.0	5	2	1.0	0.5	500.0	auto	1000.0	gini	1e-05	True						
8404	False	100	0.0	10	1	10.0	0.5	50.0	sqrt	100.0	gini	0.001	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
8405	False	25	5.0	5	2	0.5	0.5	1000.0	log2		entropy	1e-05	False						
8406	True	100	5.0	10	1	0.0	0.9	100.0	sqrt	1000.0	entropy	0.01	False						
8407	True	50	0.0	10	5	10.0	0.1	200.0	auto	100.0	entropy	1.0	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
8408	True	25	1.0	5	2	0.0	0.75	100.0	auto	10.0	entropy	1.0	False						
8409	True	75	1.0	2	2	0.5	1.0	200.0	log2	100.0	entropy	0.0	True						
8410	False	75	10.0	10	1	1.0	0.5	500.0	sqrt	10.0	entropy	0.001	True						
8411	True	100	10.0	2	1	0.0	0.5	200.0	log2	100.0	entropy	1.0	True						
8412	False	50	0.0	5	1	5.0	0.9		auto		gini	0.0	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
8413	False	75	1.0	2	5	0.0	0.25	200.0	auto	10.0	entropy	0.0	True						
8414	False	50	1.0	5	2	10.0	0.5	100.0	log2	1000.0	gini	0.01	True						
8415	True	25	5.0	10	5	1.0	0.1	100.0	log2	1000.0	gini	0.0001	True						
8416	True	100	10.0	2	2	0.5	0.75	1000.0	log2		entropy	1.0	False						
8417	False	100	0.0	10	2	10.0	0.5	100.0	log2		entropy	0.01	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
8418	True	50	1.0	5	1	5.0	0.9	100.0	auto		entropy	0.0	False						
8419	True	100	5.0	2	2	10.0	0.1		sqrt	1000.0	entropy	0.0	True						
8420	False	75	1.0	10	5	5.0	0.5	10.0	auto	100.0	gini	0.001	False						
8421	False	75	5.0	10	2	0.5	0.75	50.0	auto	10.0	entropy	0.0001	False						
8422	True	75	10.0	5	5	5.0	0.25		sqrt	1000.0	entropy	0.0001	False						
8423	False	10	5.0	2	5	5.0	0.1	1000.0	log2	10.0	entropy	1.0	True						
8424	False	10	5.0	2	1	5.0	0.25	100.0	log2	1000.0	gini	1.0	False						
8425	True	10	5.0	2	1	10.0	0.25	200.0	sqrt	10.0	gini	1.0	False						
8426	False	10	5.0	10	2	10.0	0.9	10.0	log2	1000.0	gini	1.0	True						
8427	False	10	0.0	10	2	5.0	0.5	100.0	sqrt	100.0	gini	0.001	False						
8428	False	100	0.0	10	5	10.0	0.5	50.0	log2	100.0	entropy	0.0001	False						
8429	True	25	5.0	2	2	1.0	0.9	50.0	auto	1000.0	entropy	0.0	True						
8430	True	10	1.0	5	5	0.5	0.5	1000.0	log2	100.0	gini	1e-05	False						
8431	False	75	0.0	5	5	1.0	0.5	200.0	log2		gini	0.0	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
8432	False	100	0.0	5	1	10.0			auto		gini	1.0	False	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
8433	True	75	5.0	5	2	10.0	1.0	10.0	log2	100.0	entropy	0.0	True						
8434	True	75	10.0	10	2	0.0	0.1	1000.0	auto	10.0	gini	0.001	False						
8435	True	10	1.0	10	5	1.0	0.5	10.0	auto		entropy	1e-05	False						
8436	True	75	5.0	5	5	0.0			auto		gini	1e-05	False						
8437	True	25	0.0	10	2	10.0	0.1	1000.0	log2	10.0	entropy	0.001	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
8438	True	25	0.0	5	2	0.0		1000.0	sqrt	100.0	gini	0.1	True	0.7586862720455783	0.5406172949416634	0.0	0.0	0.0	0.7398521517128019
8439	True	50	0.0	5	2	10.0	0.5	1000.0	sqrt	10.0	entropy	1.0	False						
8440	False	10	10.0	10	2	5.0	0.5	50.0	log2		gini	0.001	False						
8441	False	25	10.0	10	1	10.0	0.9	200.0	log2	10.0	entropy	1.0	True						
8442	False	10	5.0	5	1	5.0	0.75	1000.0	auto	10.0	entropy	0.0001	True						
8443	False	100	1.0	10	2	10.0	1.0	10.0	auto	1000.0	entropy	0.1	True						
8444	True	100	1.0	5	2	5.0	0.5		auto	1000.0	entropy	1.0	True						
8445	False	25	1.0	5	2	5.0	0.5	100.0	auto	100.0	gini	0.001	False						
8446	True	100	1.0	5	2	0.5	0.9	200.0	auto	100.0	entropy	0.1	True						
8447	True	75	1.0	10	1	5.0	0.75	200.0	auto		entropy	0.0001	False						
8448	False	100	10.0	2	2	5.0	0.5	50.0	auto		gini	0.1	True						
8449	True	75	0.0	5	5	0.0	0.9	1000.0	sqrt	10.0	entropy	0.0	False						
8450	False	50	10.0	10	2	5.0	0.75	1000.0	auto	100.0	entropy	0.001	False						
8451	False	10	10.0	10	1	0.5			log2	100.0	gini	1e-05	False						
8452	True	10	0.0	10	1	5.0	0.5	500.0	auto		gini	1e-05	False						
8453	False	10	10.0	2	2	1.0			log2	10.0	entropy	0.0001	False						
8454	True	100	5.0	2	2	10.0	0.25	100.0	auto	10.0	entropy	0.1	True						
8455	False	75	0.0	2	1	10.0			log2		gini	0.001	False	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
8456	True	75	5.0	5	5	5.0		50.0	auto	1000.0	gini	0.1	False						
8457	True	10	1.0	2	1	5.0	1.0	500.0	sqrt	10.0	entropy	0.01	True						
8458	True	10	1.0	5	1	10.0	1.0		sqrt	1000.0	gini	0.0001	False						
8459	False	100	5.0	5	2	0.0	0.1	500.0	log2	1000.0	entropy	1e-05	False						
8460	False	50	0.0	10	2	5.0	0.1		log2	100.0	entropy	0.0001	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
8461	False	10	5.0	10	1	0.0	0.5		log2	10.0	gini	0.001	True						
8462	False	10	10.0	10	2	0.0	0.75	100.0	log2	100.0	gini	1.0	True						
8463	False	75	5.0	5	1	5.0	0.9	50.0	auto	1000.0	entropy	0.0001	True						
8464	True	25	0.0	2	1	5.0	0.25	1000.0	sqrt	10.0	gini	0.0	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
8465	False	75	1.0	2	5	0.5	1.0		sqrt	10.0	entropy	0.0	True						
8466	False	75	0.0	5	5	1.0	0.75	500.0	auto	100.0	gini	0.0	False						
8467	True	25	1.0	2	2	0.0		10.0	log2		gini	1e-05	True						
8468	False	75	0.0	5	5	0.5	1.0	10.0	log2	10.0	gini	1.0	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
8469	False	75	10.0	10	2	0.0	1.0	200.0	log2	100.0	entropy	0.0001	True						
8470	False	75	1.0	2	1	10.0	0.75	100.0	auto		entropy	1e-05	True						
8471	True	100	10.0	10	1	0.0	0.1		auto	1000.0	entropy	0.0	False						
8472	False	25	1.0	2	5	10.0	0.75		sqrt	100.0	gini	0.01	True						
8473	True	10	0.0	5	2	10.0	0.75	1000.0	log2	10.0	entropy	0.001	False						
8474	True	75	10.0	5	1	1.0		100.0	sqrt	100.0	entropy	0.001	False						
8475	False	75	0.0	5	5	0.5	0.75	10.0	log2	1000.0	entropy	0.001	False						
8476	True	10	10.0	2	5	10.0	0.5	1000.0	sqrt	10.0	entropy	1.0	False						
8477	False	75	1.0	5	5	1.0	1.0	100.0	sqrt	10.0	gini	0.0001	False						
8478	True	10	5.0	5	1	10.0	0.9	200.0	sqrt	100.0	gini	0.0001	False						
8479	False	75	1.0	10	2	10.0	0.5		sqrt	1000.0	gini	0.1	True						
8480	False	100	1.0	2	1	5.0	0.9	10.0	auto	1000.0	gini	0.001	False						
8481	False	100	1.0	2	2	0.0		100.0	log2	100.0	gini	0.01	True						
8482	False	75	0.0	2	2	1.0	0.5	100.0	auto	100.0	gini	0.1	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
8483	True	75	0.0	10	1	10.0	0.25	200.0	log2	10.0	entropy	0.001	False						
8484	True	100	5.0	2	5	10.0	0.25	1000.0	sqrt	100.0	gini	0.01	True						
8485	False	50	10.0	10	2	0.5	1.0	500.0	log2	10.0	gini	0.1	False						
8486	True	100	0.0	2	1	10.0	0.9		sqrt		entropy	0.0	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
8487	False	100	1.0	5	2	0.5	0.75	200.0	log2	10.0	gini	1.0	False						
8488	True	100	10.0	5	2	0.0	0.9	500.0	auto		entropy	1e-05	True						
8489	False	10	5.0	10	5	5.0	1.0	200.0	log2	1000.0	entropy	1e-05	False						
8490	True	10	10.0	5	1	10.0			auto	10.0	entropy	1.0	False						
8491	True	75	5.0	2	5	10.0		100.0	sqrt	1000.0	gini	0.0	False						
8492	False	100	10.0	5	2	0.0	0.9		log2		entropy	0.0001	True						
8493	False	25	5.0	2	5	5.0			auto	1000.0	entropy	0.1	True						
8494	False	25	0.0	5	5	5.0	0.75	50.0	log2		entropy	1.0	False						
8495	False	25	5.0	5	5	10.0	0.75		log2	1000.0	gini	1e-05	True						
8496	False	100	10.0	5	1	10.0	0.1	100.0	log2	1000.0	entropy	0.1	True						
8497	False	100	1.0	10	2	1.0	0.9		sqrt	10.0	gini	0.001	False						
8498	True	100	10.0	5	5	0.0	0.1	200.0	log2	100.0	gini	0.001	True						
8499	False	75	5.0	10	5	0.5	1.0	200.0	sqrt	100.0	entropy	0.01	False						
8500	True	10	1.0	2	2	5.0	1.0	500.0	sqrt	1000.0	gini	0.0001	True						
8501	True	75	10.0	10	5	0.5	1.0	1000.0	log2	100.0	entropy	0.0	True						
8502	False	25	5.0	10	5	5.0		500.0	log2	10.0	gini	0.0001	False						
8503	True	100	5.0	10	2	0.0	0.5	10.0	auto	1000.0	entropy	0.0001	True						
8504	True	10	10.0	5	5	0.5	0.1	200.0	sqrt	1000.0	entropy	0.1	False						
8505	False	50	10.0	5	1	10.0	0.9	50.0	log2	1000.0	entropy	0.0	False						
8506	True	100	5.0	2	1	0.5	1.0	50.0	log2	1000.0	gini	0.1	True						
8507	True	10	5.0	10	5	5.0	0.75	10.0	auto	1000.0	gini	0.1	True						
8508	True	50	5.0	5	1	0.0	0.5	200.0	sqrt	100.0	gini	0.01	True						
8509	True	10	1.0	10	1	0.0			auto		entropy	1e-05	False						
8510	True	100	10.0	2	5	0.0	0.5	10.0	sqrt	100.0	gini	1e-05	False						
8511	False	25	1.0	2	1	10.0	0.9	500.0	sqrt	1000.0	entropy	0.1	True						
8512	True	100	0.0	10	5	10.0		100.0	log2	10.0	entropy	1e-05	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
8513	True	75	1.0	2	2	0.5		100.0	sqrt	100.0	gini	0.01	True						
8514	False	75	0.0	10	2	10.0	0.25	50.0	log2		entropy	0.01	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
8515	True	25	1.0	5	1	10.0	0.9	200.0	auto	1000.0	gini	1.0	False						
8516	False	100	0.0	5	5	0.0	0.75	1000.0	log2		entropy	0.1	True	0.7586862720455783	0.7045827190946674	0.0	0.0	0.0	0.8479193260706104
8517	True	10	5.0	2	1	10.0	1.0	500.0	log2	1000.0	entropy	0.001	True						
8518	True	25	1.0	10	2	10.0	0.75	100.0	auto	10.0	entropy	1e-05	True						
8519	True	50	5.0	10	5	5.0		1000.0	log2	100.0	entropy	1e-05	False						
8520	False	10	5.0	5	2	1.0	0.9	50.0	auto	100.0	entropy	0.001	False						
8521	True	50	10.0	5	2	5.0	0.9	10.0	sqrt	100.0	gini	1.0	False						
8522	False	25	10.0	2	2	10.0			sqrt		entropy	0.1	True						
8523	True	75	5.0	5	5	5.0	0.75	10.0	sqrt		entropy	0.0	True						
8524	True	50	1.0	10	1	0.0	0.5	10.0	log2	100.0	gini	0.001	True						
8525	False	10	5.0	2	5	1.0	0.1	1000.0	auto	10.0	gini	1.0	True						
8526	False	25	1.0	5	2	10.0	0.75	500.0	log2	10.0	gini	0.001	True						
8527	True	50	1.0	5	2	0.0		50.0	log2		entropy	1e-05	False						
8528	True	25	10.0	10	5	10.0	0.9	200.0	auto	1000.0	entropy	1.0	True						
8529	False	25	5.0	2	5	0.0	0.75	200.0	log2	1000.0	entropy	0.01	True						
8530	False	100	0.0	10	1	1.0	0.75	200.0	auto	100.0	gini	0.001	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
8531	False	10	10.0	10	2	0.0	0.5	200.0	sqrt	10.0	gini	0.0	True						
8532	False	100	0.0	2	5	10.0	0.25	10.0	log2	1000.0	entropy	0.01	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
8533	False	100	0.0	5	5	10.0	0.1	100.0	log2	100.0	gini	1.0	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
8534	True	75	5.0	10	5	10.0		500.0	log2	1000.0	entropy	1.0	False						
8535	True	75	0.0	10	5	5.0	0.25	50.0	sqrt	10.0	gini	0.0001	False						
8536	True	50	1.0	5	5	1.0	0.25	200.0	log2	10.0	gini	0.01	False						
8537	True	75	10.0	5	2	1.0		500.0	sqrt	1000.0	entropy	0.0001	False						
8538	True	50	1.0	5	1	10.0	0.5	50.0	sqrt	10.0	entropy	0.01	False						
8539	False	50	10.0	5	5	1.0			sqrt		entropy	0.0	False						
8540	True	75	5.0	10	1	0.5	0.75	100.0	log2	100.0	gini	1.0	True						
8541	True	100	10.0	2	2	10.0	0.25	10.0	sqrt	100.0	gini	0.0001	False						
8542	False	75	10.0	10	5	1.0	0.1		sqrt		entropy	0.0	False						
8543	True	100	10.0	2	2	0.5	0.25	100.0	log2	1000.0	entropy	1e-05	True						
8544	True	25	0.0	10	1	0.5	0.9	500.0	sqrt	10.0	gini	0.1	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
8545	True	100	5.0	2	1	0.5	0.9	500.0	sqrt	100.0	gini	1.0	False						
8546	True	25	1.0	5	5	0.0	0.1		auto	1000.0	entropy	0.001	False						
8547	True	10	0.0	5	5	10.0	0.1	500.0	sqrt	1000.0	gini	0.1	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
8548	True	100	10.0	10	2	10.0	0.75	50.0	auto	1000.0	entropy	1e-05	True						
8549	True	50	5.0	2	1	1.0	0.9	50.0	auto	1000.0	entropy	1.0	False						
8550	False	25	10.0	5	2	10.0	0.9	200.0	log2		entropy	1.0	False						
8551	True	100	5.0	10	2	1.0	0.9	50.0	sqrt	10.0	gini	1.0	False						
8552	True	100	1.0	5	5	0.0	0.75	500.0	sqrt	100.0	gini	1.0	False						
8553	False	25	5.0	2	5	1.0			log2	10.0	gini	0.001	False						
8554	True	100	5.0	2	5	1.0	0.75	1000.0	log2		gini	0.0001	False						
8555	False	25	5.0	5	5	0.5	0.25	100.0	sqrt	1000.0	gini	0.0	False						
8556	False	10	5.0	5	2	0.5	1.0	1000.0	auto	1000.0	gini	0.01	True						
8557	False	25	5.0	10	2	5.0	0.5	100.0	sqrt	1000.0	entropy	1e-05	False						
8558	False	25	0.0	10	2	5.0	0.25	500.0	log2		entropy	0.0	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
8559	True	100	0.0	5	1	5.0	0.9	100.0	auto	1000.0	entropy	0.1	False						
8560	False	50	10.0	5	5	5.0	0.25	10.0	log2	10.0	entropy	0.001	True						
8561	False	10	1.0	5	5	10.0	0.5	200.0	auto	100.0	gini	1.0	True						
8562	False	10	0.0	10	2	1.0	0.75	500.0	log2	100.0	gini	1.0	False						
8563	False	25	0.0	5	1	5.0	0.9	500.0	log2	1000.0	entropy	1.0	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
8564	True	50	5.0	2	2	0.0	0.25		log2	10.0	entropy	0.1	True						
8565	True	25	0.0	10	5	5.0		1000.0	sqrt	1000.0	gini	0.001	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
8566	False	75	0.0	2	1	10.0		200.0	auto	1000.0	entropy	1e-05	False	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
8567	True	50	5.0	2	2	0.0	1.0	200.0	sqrt	10.0	entropy	0.001	False						
8568	False	25	0.0	10	2	1.0	0.1	50.0	sqrt		gini	1.0	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
8569	False	25	1.0	10	1	10.0		50.0	log2	1000.0	gini	0.1	True						
8570	True	25	10.0	10	2	1.0	0.5	200.0	log2		gini	1e-05	True						
8571	False	100	5.0	2	2	0.0		500.0	sqrt	10.0	entropy	0.0	True						
8572	False	75	0.0	2	2	0.0	0.1	50.0	log2	10.0	gini	0.1	True	0.7586862720455783	0.6126260044486891	0.0	0.0	0.0	0.8040183957892528
8573	True	50	1.0	5	2	10.0	0.9	100.0	auto	100.0	gini	0.0	True						
8574	False	25	0.0	10	1	0.0	0.9	10.0	sqrt	1000.0	entropy	0.1	True	0.7586862720455783	0.5881017447976206	0.0	0.0	0.0	0.7816251945372199
8575	True	75	0.0	10	5	5.0		1000.0	sqrt	10.0	entropy	0.0001	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
8576	True	25	0.0	2	1	0.0	0.1	1000.0	log2	1000.0	gini	0.1	False						
8577	False	10	10.0	10	2	1.0	0.25	10.0	auto	100.0	gini	0.001	False						
8578	True	25	0.0	5	2	0.0	0.1	500.0	log2	100.0	gini	0.01	False						
8579	False	100	10.0	5	2	0.5	0.25	1000.0	auto		gini	0.0001	True						
8580	True	10	0.0	10	2	0.5	0.75		sqrt	1000.0	gini	0.1	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
8581	False	10	0.0	5	2	10.0	0.9	200.0	sqrt	100.0	entropy	0.1	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
8582	True	75	0.0	5	1	5.0	0.75	10.0	auto	100.0	gini	0.0	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
8583	True	100	0.0	2	5	0.5	1.0	10.0	sqrt	10.0	gini	0.1	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
8584	True	100	10.0	2	2	0.5	0.5	100.0	sqrt	10.0	gini	0.1	False						
8585	True	10	5.0	10	2	10.0	1.0	100.0	log2	100.0	gini	1.0	False						
8586	False	100	5.0	2	1	10.0	1.0	100.0	sqrt	10.0	gini	0.0001	False						
8587	True	100	5.0	10	1	1.0	1.0		log2		entropy	1e-05	False						
8588	False	50	0.0	2	2	5.0	0.75	500.0	log2		entropy	1e-05	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
8589	False	100	1.0	5	1	1.0	0.25	50.0	log2		gini	1e-05	True						
8590	True	10	0.0	5	1	10.0	0.1	50.0	auto	100.0	entropy	1.0	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
8591	False	75	1.0	2	5	10.0	1.0	100.0	auto	10.0	entropy	0.0	True						
8592	True	100	5.0	5	1	0.0		100.0	sqrt	1000.0	entropy	0.01	False						
8593	True	100	5.0	10	2	10.0	0.5	1000.0	log2	10.0	entropy	0.0001	True						
8594	True	100	1.0	2	2	5.0			auto	100.0	gini	0.0	False						
8595	True	50	10.0	10	1	1.0	1.0	500.0	auto	100.0	gini	1e-05	False						
8596	True	50	1.0	2	5	1.0	0.25	200.0	sqrt		gini	0.0001	True						
8597	True	100	0.0	5	1	0.0			auto	10.0	gini	1e-05	True	0.8655607222152402	0.7686879400588641	0.6335449134281662	0.8464599483204134	0.5702467343976778	0.8595799744697221
8598	False	50	1.0	10	5	5.0	0.25	10.0	auto	10.0	entropy	0.01	False						
8599	False	75	10.0	5	2	0.5	0.9		log2	10.0	gini	0.1	False						
8600	True	10	10.0	2	2	1.0	0.25		auto		gini	0.001	False						
8601	True	100	5.0	10	2	5.0	1.0	1000.0	log2	100.0	gini	0.0	False						
8602	True	10	0.0	2	5	0.5	0.1	100.0	log2	10.0	entropy	0.0001	True	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
8603	True	25	10.0	5	5	10.0		1000.0	log2	10.0	gini	1.0	False						
8604	False	75	10.0	5	2	5.0	1.0		auto	1000.0	entropy	0.1	True						
8605	True	100	10.0	10	1	0.5		1000.0	auto	10.0	entropy	0.0001	True						
8606	True	50	10.0	2	5	10.0	0.75	50.0	sqrt	1000.0	entropy	1e-05	True						
8607	True	25	10.0	5	1	0.0		1000.0	auto	100.0	gini	0.001	True						
8608	False	50	5.0	5	2	1.0		500.0	sqrt	10.0	gini	1.0	False						
8609	False	50	5.0	2	5	10.0	1.0	200.0	auto		gini	0.0	False						
8610	False	10	0.0	10	2	0.5	0.25	1000.0	sqrt	1000.0	gini	0.01	False						
