	weights	p	n_neighbors	metric_params	metric	leaf_size	algorithm	accuracy	average_precision	f1	precision	recall	roc_auc
3459	distance	2	7	{'V': 3}	minkowski	20	brute	0.8061874240710486	0.5746922436876181	0.48556948141485484	0.6618488107873477	0.4032844164919636	0.7507718696397941
3460	distance	1	3	{'w': 3}	chebyshev	50	ball_tree						
3461	uniform	2	10	{'w': 3}	chebyshev	10	kd_tree						
3462	distance	2	3	{'V': 1}	seuclidean	20	ball_tree						
3463	uniform	3	7	{'V': 2}	mahalanobis	10	auto						
3464	uniform	1	7	{'V': 3}	seuclidean	30	kd_tree						
3465	distance	1	7	{'V': 1}	mahalanobis	100	ball_tree						
3466	uniform	2	10	{'w': 3}	chebyshev	20	kd_tree						
3467	distance	2	3	{'w': 2}	chebyshev	100	brute	0.7175233546981693	0.4515994678967088	0.49364403093067466	0.44006962964045393	0.5819007686932215	0.7010920679095264
3468	uniform	1	7	{'w': 3}	chebyshev	30	brute	0.7577562733023333	0.37027863767816616	0.22148805266897834	0.49936507936507946	0.14549266247379455	0.6109388905600166
3469	uniform	3	7	{'w': 3}	chebyshev	10	brute	0.7577562733023333	0.37027863767816616	0.22148805266897834	0.49936507936507946	0.14549266247379455	0.6109388905600166
3470	distance	3	7	{'V': 1}	minkowski	40	kd_tree						
3471	distance	3	10	{'V': 1}	chebyshev	30	brute	0.7531900632566713	0.3952537680083207	0.18809117831594246	0.46151960784313717	0.11942697414395528	0.633004662063539
3472	distance	1	5	{'w': 3}	seuclidean	50	kd_tree						
3473	uniform	1	7	{'V': 3}	chebyshev	10	auto	0.7577562733023333	0.37027863767816616	0.22148805266897834	0.49936507936507946	0.14549266247379455	0.6109388905600166
3474	uniform	1	10	{'V': 2}	seuclidean	100	brute						
3475	distance	1	10	{'w': 2}	chebyshev	10	brute	0.7531900632566713	0.3952537680083207	0.18809117831594246	0.46151960784313717	0.11942697414395528	0.633004662063539
3476	distance	1	7	{'w': 1}	mahalanobis	100	ball_tree						
3477	uniform	1	10	{'w': 2}	mahalanobis	100	kd_tree						
3478	distance	3	10	{'V': 1}	minkowski	50	brute	0.8162414645385614	0.5862316451925376	0.48557602574723335	0.7318375173213882	0.3810621942697414	0.7527400855566346
3479	distance	2	3	{'V': 2}	chebyshev	100	ball_tree						
3480	distance	2	3	{'V': 3}	chebyshev	30	ball_tree						
3481	distance	2	7	{'w': 2}	minkowski	100	brute	0.8061874240710486	0.5746922436876181	0.48556948141485484	0.6618488107873477	0.4032844164919636	0.7507718696397941
3482	distance	1	10	{'w': 3}	minkowski	20	ball_tree						
3483	uniform	1	3	{'w': 2}	mahalanobis	30	brute						
3484	distance	3	7	{'w': 1}	mahalanobis	50	ball_tree						
3485	distance	1	10	{'w': 2}	minkowski	40	brute	0.8134766034099954	0.6170209097580501	0.49521557034884794	0.6730986455405059	0.41055206149545775	0.7851927320488357
3486	uniform	1	3	{'V': 1}	mahalanobis	100	auto						
3487	distance	3	3	{'V': 2}	seuclidean	100	kd_tree						
3488	uniform	3	5	{'w': 1}	mahalanobis	100	auto						
3489	uniform	2	10	{'V': 2}	minkowski	100	kd_tree						
3490	distance	2	3	{'V': 1}	minkowski	100	kd_tree						
3491	distance	3	3	{'V': 1}	minkowski	50	brute	0.7878890704201751	0.5253658938321368	0.47754500818330603	0.5785950650844268	0.41404612159329146	0.7208714662984572
3492	distance	3	7	{'w': 2}	minkowski	40	kd_tree						
3493	distance	1	10	{'w': 1}	mahalanobis	20	kd_tree						
3494	uniform	3	3	{'V': 3}	minkowski	30	auto	0.7897197436219681	0.4783181916661838	0.47689060211360357	0.5858582405054968	0.4103424178895877	0.7122724070795602
3495	uniform	2	7	{'w': 3}	chebyshev	20	kd_tree						
3496	uniform	1	5	{'w': 2}	chebyshev	100	ball_tree						
3497	uniform	1	3	{'w': 2}	mahalanobis	50	kd_tree						
3498	uniform	2	7	{'V': 2}	minkowski	20	auto	0.8089187717313895	0.5455717884871283	0.48254485615086223	0.6707043090755489	0.3958071278825996	0.7520905169499545
3499	distance	1	3	{'w': 2}	seuclidean	10	kd_tree						
3500	distance	1	10	{'V': 2}	chebyshev	30	ball_tree						
3501	uniform	3	3	{'w': 2}	seuclidean	40	auto						
3502	uniform	2	10	{'V': 1}	seuclidean	30	kd_tree						
3503	distance	1	3	{'V': 3}	minkowski	50	kd_tree						
3504	uniform	3	5	{'w': 1}	chebyshev	40	ball_tree						
3505	distance	1	7	{'w': 2}	chebyshev	20	brute	0.7531858740731431	0.4076048204874391	0.2256543067780996	0.4852564102564103	0.14919636617749826	0.6229384012130091
3506	uniform	2	10	{'w': 1}	seuclidean	10	ball_tree						
3507	uniform	1	5	{'V': 2}	chebyshev	10	brute	0.7550249256419923	0.36572916304173014	0.2449454450068261	0.49826007326007327	0.16422082459818307	0.6139788478607907
3508	distance	1	7	{'w': 2}	chebyshev	30	kd_tree						
3509	distance	1	10	{'w': 2}	mahalanobis	10	brute						
3510	uniform	2	10	{'V': 2}	minkowski	100	brute	0.8089229609149177	0.5629692191997879	0.4012591222119436	0.7740224545102594	0.29545772187281616	0.7658492862243714
3511	uniform	1	10	{'w': 3}	minkowski	30	brute	0.8171379498135813	0.5897287112894845	0.450160911318238	0.7515780304419586	0.34367575122292104	0.7834436124524782
3512	distance	3	5	{'V': 1}	mahalanobis	40	auto						
3513	uniform	3	3	{'V': 2}	chebyshev	100	brute	0.7102216078086381	0.42224105473886586	0.4931379632047925	0.43485121574387725	0.5895877009084557	0.6935910518383809
3514	distance	3	3	{'V': 1}	chebyshev	20	kd_tree						
3515	distance	1	3	{'w': 2}	chebyshev	40	brute	0.7175233546981693	0.4515994678967088	0.49364403093067466	0.44006962964045393	0.5819007686932215	0.7010920679095264
3516	uniform	3	3	{'V': 2}	minkowski	30	brute	0.7897197436219681	0.4783181916661838	0.47689060211360357	0.5858582405054968	0.4103424178895877	0.7122724070795602
3517	distance	2	3	{'V': 1}	seuclidean	30	auto						
3518	uniform	3	7	{'V': 1}	chebyshev	30	brute	0.7577562733023333	0.37027863767816616	0.22148805266897834	0.49936507936507946	0.14549266247379455	0.6109388905600166
3519	uniform	2	3	{'w': 1}	minkowski	100	kd_tree						
3520	uniform	3	10	{'V': 2}	chebyshev	30	auto	0.7568430312932009	0.35903514132702063	0.1457264957264957	0.49653679653679655	0.08581411600279523	0.6229710711214083
3521	uniform	3	7	{'V': 3}	chebyshev	40	ball_tree						
3522	uniform	3	5	{'w': 2}	minkowski	50	brute	0.8080013405387291	0.5226268719611011	0.4939006596107708	0.6700749995220407	0.3996505939902166	0.740045069420685
3523	distance	1	10	{'V': 3}	mahalanobis	10	brute						
3524	distance	2	7	{'w': 3}	chebyshev	100	kd_tree						
3525	distance	3	3	{'V': 2}	seuclidean	30	auto						
3526	distance	3	10	{'V': 1}	chebyshev	50	auto	0.7531900632566713	0.3952537680083207	0.18809117831594246	0.46151960784313717	0.11942697414395528	0.633004662063539
3527	distance	3	3	{'w': 3}	chebyshev	30	kd_tree						
3528	uniform	3	7	{'w': 3}	seuclidean	50	ball_tree						
3529	uniform	1	5	{'V': 2}	minkowski	50	kd_tree						
3530	distance	1	5	{'V': 1}	mahalanobis	20	kd_tree						
3531	uniform	2	5	{'w': 1}	seuclidean	40	brute						
3532	distance	3	5	{'w': 3}	seuclidean	20	brute						
3533	uniform	3	10	{'w': 2}	minkowski	50	ball_tree						
3534	distance	1	7	{'w': 3}	minkowski	50	ball_tree						
3535	uniform	3	3	{'V': 3}	chebyshev	50	ball_tree						
3536	uniform	2	7	{'w': 1}	minkowski	50	ball_tree						
3537	distance	1	7	{'w': 3}	mahalanobis	100	auto						
3538	distance	2	5	{'w': 1}	mahalanobis	30	auto						
3539	uniform	1	10	{'w': 1}	minkowski	40	auto	0.8171379498135813	0.5897287112894845	0.450160911318238	0.7515780304419586	0.34367575122292104	0.7834436124524782
3540	uniform	1	3	{'V': 1}	seuclidean	10	brute						
3541	uniform	3	3	{'w': 2}	chebyshev	20	ball_tree						
3542	uniform	3	7	{'w': 3}	mahalanobis	20	auto						
3543	uniform	1	3	{'w': 2}	chebyshev	10	kd_tree						
3544	uniform	2	5	{'w': 1}	minkowski	100	auto	0.8107368773825983	0.5321831397844105	0.5087420149170202	0.6762087912087912	0.4217330538085255	0.7430878255414135
3545	uniform	3	5	{'w': 3}	mahalanobis	40	kd_tree						
3546	uniform	2	7	{'V': 3}	mahalanobis	10	auto						
3547	uniform	3	5	{'w': 3}	seuclidean	40	brute						
3548	uniform	2	3	{'w': 2}	mahalanobis	30	auto						
3549	uniform	3	5	{'w': 3}	minkowski	100	ball_tree						
3550	uniform	1	5	{'w': 2}	minkowski	20	ball_tree						
3551	uniform	1	10	{'V': 2}	minkowski	50	brute						
3552	uniform	1	5	{'V': 1}	chebyshev	50	brute	0.7550249256419923	0.36572916304173014	0.2449454450068261	0.49826007326007327	0.16422082459818307	0.6139788478607907
3553	uniform	3	10	{'w': 2}	seuclidean	100	auto						
3554	distance	2	7	{'V': 3}	minkowski	20	auto	0.8061874240710486	0.5746922436876181	0.48556948141485484	0.6618488107873477	0.4032844164919636	0.7507718696397941
3555	distance	2	10	{'V': 3}	mahalanobis	100	brute						
3556	uniform	1	7	{'w': 1}	seuclidean	100	auto						
3557	uniform	1	3	{'V': 2}	seuclidean	30	auto						
3558	uniform	3	5	{'V': 2}	chebyshev	10	auto	0.7550249256419923	0.36572916304173014	0.2449454450068261	0.49826007326007327	0.16422082459818307	0.6139788478607907
3559	uniform	2	10	{'V': 3}	minkowski	50	ball_tree						
3560	distance	3	10	{'V': 2}	chebyshev	50	brute	0.7531900632566713	0.3952537680083207	0.18809117831594246	0.46151960784313717	0.11942697414395528	0.633004662063539
3561	distance	2	5	{'w': 1}	mahalanobis	30	kd_tree						
3562	distance	1	7	{'V': 1}	minkowski	20	auto						
3563	uniform	2	10	{'w': 1}	minkowski	100	brute	0.8089229609149177	0.5629692191997879	0.4012591222119436	0.7740224545102594	0.29545772187281616	0.7658492862243714
3564	uniform	2	10	{'w': 1}	seuclidean	50	ball_tree						
3565	distance	2	10	{'w': 3}	chebyshev	10	kd_tree						
3566	distance	1	10	{'V': 2}	seuclidean	40	kd_tree						
3567	distance	1	7	{'V': 1}	seuclidean	10	ball_tree						
3568	uniform	1	3	{'V': 1}	seuclidean	20	auto						
3569	distance	3	5	{'w': 1}	mahalanobis	10	kd_tree						
3570	uniform	2	3	{'V': 2}	minkowski	100	auto	0.7824054291818525	0.48391539905363573	0.4734393430384472	0.5584179111052376	0.41781970649895184	0.7159915234280619
3571	distance	3	3	{'V': 2}	seuclidean	10	auto						
3572	distance	2	7	{'V': 3}	minkowski	30	brute	0.8061874240710486	0.5746922436876181	0.48556948141485484	0.6618488107873477	0.4032844164919636	0.7507718696397941
3573	distance	2	3	{'V': 3}	chebyshev	50	auto	0.7175233546981693	0.4515994678967088	0.49364403093067466	0.44006962964045393	0.5819007686932215	0.7010920679095264
3574	uniform	1	10	{'w': 2}	seuclidean	30	auto						
3575	distance	2	5	{'w': 1}	chebyshev	40	ball_tree						
3576	distance	2	10	{'V': 2}	mahalanobis	20	auto						
3577	uniform	2	10	{'w': 1}	minkowski	50	ball_tree						
3578	distance	3	3	{'w': 1}	mahalanobis	40	kd_tree						
3579	distance	3	7	{'V': 2}	minkowski	40	kd_tree						
3580	distance	2	5	{'V': 3}	seuclidean	30	brute						
3581	uniform	2	10	{'V': 3}	chebyshev	20	ball_tree						
3582	distance	1	7	{'w': 2}	mahalanobis	20	brute						
3583	distance	2	10	{'V': 1}	chebyshev	10	brute	0.7531900632566713	0.3952537680083207	0.18809117831594246	0.46151960784313717	0.11942697414395528	0.633004662063539
3584	distance	1	3	{'w': 3}	chebyshev	50	auto	0.7175233546981693	0.4515994678967088	0.49364403093067466	0.44006962964045393	0.5819007686932215	0.7010920679095264
3585	uniform	2	10	{'V': 2}	minkowski	20	auto	0.8089229609149177	0.5629692191997879	0.4012591222119436	0.7740224545102594	0.29545772187281616	0.7658492862243714
3586	uniform	2	10	{'w': 3}	mahalanobis	40	auto						
3587	uniform	2	5	{'w': 3}	mahalanobis	10	brute						
3588	distance	3	7	{'w': 1}	mahalanobis	100	kd_tree						
3589	distance	2	5	{'V': 1}	seuclidean	10	auto						
3590	distance	2	10	{'V': 1}	mahalanobis	10	kd_tree						
3591	distance	1	10	{'V': 3}	minkowski	30	brute						
3592	uniform	1	10	{'V': 2}	mahalanobis	50	ball_tree						
3593	distance	3	7	{'w': 2}	chebyshev	40	auto	0.7531858740731431	0.4076048204874391	0.2256543067780996	0.4852564102564103	0.14919636617749826	0.6229384012130091
3594	uniform	2	5	{'w': 3}	minkowski	50	brute	0.8107368773825983	0.5321831397844105	0.5087420149170202	0.6762087912087912	0.4217330538085255	0.7430878255414135
3595	uniform	1	3	{'V': 1}	mahalanobis	100	ball_tree						
3596	uniform	1	3	{'w': 1}	seuclidean	100	auto						
3597	distance	1	3	{'V': 1}	chebyshev	50	brute	0.7175233546981693	0.4515994678967088	0.49364403093067466	0.44006962964045393	0.5819007686932215	0.7010920679095264
3598	distance	1	10	{'w': 1}	chebyshev	50	kd_tree						
3599	distance	2	10	{'w': 2}	minkowski	50	kd_tree						
3600	uniform	2	3	{'V': 1}	seuclidean	30	brute						
3601	uniform	1	5	{'w': 2}	seuclidean	50	auto						
3602	distance	3	5	{'w': 2}	seuclidean	40	ball_tree						
3603	distance	2	10	{'V': 2}	minkowski	20	brute	0.8080055297222571	0.5850963673317819	0.4689020164232306	0.6811111111111111	0.3735849056603774	0.764399191327281
3604	uniform	2	7	{'w': 2}	minkowski	10	brute	0.8089187717313895	0.5455717884871283	0.48254485615086223	0.6707043090755489	0.3958071278825996	0.7520905169499545
3605	uniform	1	7	{'V': 1}	chebyshev	50	ball_tree						
3606	distance	2	5	{'w': 3}	seuclidean	20	brute						
3607	uniform	3	3	{'V': 2}	mahalanobis	100	kd_tree						
3608	distance	1	5	{'V': 2}	mahalanobis	20	kd_tree						
3609	uniform	3	3	{'V': 3}	minkowski	30	ball_tree						
3610	uniform	3	10	{'w': 1}	seuclidean	100	brute						
3611	uniform	1	5	{'w': 2}	mahalanobis	40	ball_tree						
3612	distance	3	5	{'V': 1}	minkowski	20	kd_tree						
3613	distance	2	5	{'w': 1}	minkowski	10	auto	0.8025176993004063	0.566523409263659	0.49852666420609804	0.6389742524916944	0.4217330538085255	0.7434663423403288
3614	distance	2	5	{'w': 3}	chebyshev	40	brute	0.7531984416237275	0.4034003723716756	0.26668828137064793	0.5104528039010797	0.18280922431865826	0.6231321703815451
3615	uniform	2	7	{'w': 3}	seuclidean	50	brute						
3616	uniform	3	10	{'V': 2}	mahalanobis	40	kd_tree						
3617	distance	3	3	{'w': 3}	chebyshev	100	kd_tree						
3618	distance	1	3	{'V': 1}	mahalanobis	50	brute						
3619	distance	2	5	{'V': 2}	seuclidean	50	brute						
3620	distance	3	5	{'V': 3}	seuclidean	50	auto						
3621	uniform	3	7	{'w': 2}	chebyshev	30	auto	0.7577562733023333	0.37027863767816616	0.22148805266897834	0.49936507936507946	0.14549266247379455	0.6109388905600166
3622	uniform	2	3	{'w': 1}	minkowski	20	ball_tree						
3623	distance	1	5	{'w': 2}	mahalanobis	40	ball_tree						
3624	distance	2	10	{'w': 3}	seuclidean	30	brute						
3625	distance	3	7	{'V': 3}	minkowski	40	auto	0.807100666080181	0.5809671515921131	0.4878812686715877	0.669193131397827	0.3995108315863033	0.745712682379349
3626	uniform	2	7	{'V': 1}	seuclidean	40	kd_tree						
3627	uniform	1	5	{'V': 3}	mahalanobis	20	kd_tree						
3628	distance	1	7	{'V': 3}	mahalanobis	20	ball_tree						
3629	distance	1	7	{'w': 2}	mahalanobis	100	auto						
3630	distance	1	7	{'w': 2}	seuclidean	30	auto						
3631	uniform	2	7	{'V': 1}	minkowski	50	brute	0.8089187717313895	0.5455717884871283	0.48254485615086223	0.6707043090755489	0.3958071278825996	0.7520905169499545
3632	distance	2	10	{'w': 2}	chebyshev	100	ball_tree						
3633	distance	3	7	{'V': 3}	minkowski	100	brute	0.807100666080181	0.5809671515921131	0.4878812686715877	0.669193131397827	0.3995108315863033	0.745712682379349
3634	distance	3	5	{'V': 3}	minkowski	30	ball_tree						
3635	uniform	1	7	{'V': 3}	mahalanobis	30	auto						
3636	distance	2	3	{'w': 2}	chebyshev	20	auto	0.7175233546981693	0.4515994678967088	0.49364403093067466	0.44006962964045393	0.5819007686932215	0.7010920679095264
3637	uniform	1	5	{'V': 1}	mahalanobis	100	ball_tree						
3638	distance	2	5	{'w': 3}	seuclidean	40	kd_tree						
3639	uniform	1	5	{'w': 3}	chebyshev	30	kd_tree						
3640	uniform	3	5	{'w': 3}	minkowski	10	auto	0.8080013405387291	0.5226268719611011	0.4939006596107708	0.6700749995220407	0.3996505939902166	0.740045069420685
3641	uniform	1	10	{'V': 1}	seuclidean	50	brute						
3642	distance	1	10	{'w': 3}	chebyshev	50	auto	0.7531900632566713	0.3952537680083207	0.18809117831594246	0.46151960784313717	0.11942697414395528	0.633004662063539
3643	uniform	3	7	{'V': 1}	chebyshev	40	ball_tree						
3644	distance	3	3	{'w': 3}	mahalanobis	30	auto						
3645	uniform	3	5	{'w': 2}	seuclidean	10	kd_tree						
3646	distance	2	7	{'V': 2}	mahalanobis	20	ball_tree						
3647	uniform	3	3	{'V': 1}	chebyshev	10	brute	0.7102216078086381	0.42224105473886586	0.4931379632047925	0.43485121574387725	0.5895877009084557	0.6935910518383809
3648	uniform	2	3	{'w': 2}	chebyshev	40	ball_tree						
3649	distance	2	10	{'V': 3}	chebyshev	100	ball_tree						
3650	distance	2	7	{'w': 1}	mahalanobis	20	brute						
3651	distance	2	3	{'V': 2}	chebyshev	50	auto	0.7175233546981693	0.4515994678967088	0.49364403093067466	0.44006962964045393	0.5819007686932215	0.7010920679095264
3652	distance	1	5	{'V': 3}	mahalanobis	30	kd_tree						
3653	uniform	1	3	{'V': 3}	mahalanobis	40	auto						
3654	distance	2	10	{'w': 1}	seuclidean	50	ball_tree						
3655	uniform	3	10	{'w': 2}	chebyshev	20	kd_tree						
3656	uniform	1	5	{'V': 1}	mahalanobis	10	auto						
3657	distance	3	7	{'w': 1}	seuclidean	30	brute						
3658	uniform	3	3	{'w': 1}	mahalanobis	10	auto						
3659	uniform	2	10	{'w': 1}	seuclidean	100	ball_tree						
3660	distance	2	10	{'V': 1}	minkowski	50	ball_tree						
3661	distance	2	5	{'w': 3}	minkowski	100	ball_tree						
3662	distance	3	5	{'V': 2}	chebyshev	100	ball_tree						
3663	distance	2	5	{'V': 2}	chebyshev	40	brute	0.7531984416237275	0.4034003723716756	0.26668828137064793	0.5104528039010797	0.18280922431865826	0.6231321703815451
3664	uniform	1	10	{'V': 3}	chebyshev	20	brute	0.7568430312932009	0.35903514132702063	0.1457264957264957	0.49653679653679655	0.08581411600279523	0.6229710711214083
3665	uniform	2	5	{'w': 3}	chebyshev	50	ball_tree						
3666	distance	3	5	{'w': 1}	chebyshev	50	ball_tree						
3667	uniform	1	3	{'V': 2}	chebyshev	100	brute	0.7102216078086381	0.42224105473886586	0.4931379632047925	0.43485121574387725	0.5895877009084557	0.6935910518383809
3668	uniform	2	5	{'w': 2}	chebyshev	20	auto	0.7550249256419923	0.36572916304173014	0.2449454450068261	0.49826007326007327	0.16422082459818307	0.6139788478607907
3669	uniform	1	5	{'V': 1}	seuclidean	20	brute						
3670	uniform	2	3	{'V': 2}	chebyshev	30	ball_tree						
3671	uniform	3	5	{'V': 3}	chebyshev	10	auto	0.7550249256419923	0.36572916304173014	0.2449454450068261	0.49826007326007327	0.16422082459818307	0.6139788478607907
3672	uniform	3	10	{'w': 3}	chebyshev	20	ball_tree						
3673	uniform	1	7	{'w': 1}	minkowski	100	brute	0.8070922877131247	0.5554150201074798	0.4800048093373482	0.6700276603241719	0.4031446540880504	0.7651718927039075
3674	distance	1	7	{'V': 3}	seuclidean	20	ball_tree						
3675	distance	3	10	{'V': 2}	minkowski	50	brute	0.8162414645385614	0.5862316451925376	0.48557602574723335	0.7318375173213882	0.3810621942697414	0.7527400855566346
3676	uniform	3	10	{'V': 3}	minkowski	40	brute	0.8089271500984457	0.561753843623249	0.398251628888283	0.795	0.2879804332634521	0.7554314889951776
3677	distance	3	10	{'V': 3}	chebyshev	10	brute	0.7531900632566713	0.3952537680083207	0.18809117831594246	0.46151960784313717	0.11942697414395528	0.633004662063539
3678	uniform	2	5	{'V': 3}	chebyshev	10	ball_tree						
3679	distance	1	10	{'w': 3}	chebyshev	10	ball_tree						
3680	uniform	1	5	{'V': 2}	minkowski	50	auto						
3681	uniform	3	7	{'V': 1}	seuclidean	50	brute						
3682	distance	2	5	{'w': 1}	chebyshev	50	ball_tree						
3683	uniform	2	5	{'V': 2}	minkowski	40	auto	0.8107368773825983	0.5321831397844105	0.5087420149170202	0.6762087912087912	0.4217330538085255	0.7430878255414135
3684	distance	2	5	{'V': 1}	minkowski	100	brute	0.8025176993004063	0.566523409263659	0.49852666420609804	0.6389742524916944	0.4217330538085255	0.7434663423403288
3685	uniform	1	7	{'w': 1}	seuclidean	50	brute						
3686	distance	1	10	{'w': 1}	mahalanobis	50	brute						
3687	distance	2	3	{'V': 2}	seuclidean	20	auto						
3688	uniform	2	10	{'V': 2}	seuclidean	30	kd_tree						
3689	uniform	2	7	{'V': 2}	seuclidean	30	brute						
3690	uniform	3	5	{'w': 1}	seuclidean	20	auto						
3691	distance	2	5	{'V': 3}	chebyshev	10	brute	0.7531984416237275	0.4034003723716756	0.26668828137064793	0.5104528039010797	0.18280922431865826	0.6231321703815451
3692	distance	2	3	{'V': 2}	minkowski	50	auto	0.7833186711909849	0.5306620695435149	0.480488712099482	0.5622611389929549	0.4252969951083159	0.7234963384444327
3693	distance	2	5	{'w': 2}	mahalanobis	40	brute						
3694	uniform	2	5	{'w': 1}	chebyshev	50	brute	0.7550249256419923	0.36572916304173014	0.2449454450068261	0.49826007326007327	0.16422082459818307	0.6139788478607907
