	weights	p	n_neighbors	metric_params	metric	leaf_size	algorithm	accuracy	average_precision	f1	precision	recall	roc_auc
5582	distance	3	5	{'w': 3}	seuclidean	10	ball_tree						
5583	distance	1	3	{'V': 2}	chebyshev	40	auto	0.7175233546981693	0.4515994678967088	0.49364403093067466	0.44006962964045393	0.5819007686932215	0.7010920679095264
5584	distance	2	10	{'w': 1}	chebyshev	20	kd_tree						
5585	uniform	3	7	{'w': 3}	seuclidean	30	ball_tree						
5586	uniform	1	10	{'w': 1}	mahalanobis	10	brute						
5587	uniform	2	3	{'V': 2}	seuclidean	100	ball_tree						
5588	distance	2	10	{'V': 1}	chebyshev	100	auto	0.7531900632566713	0.3952537680083207	0.18809117831594246	0.46151960784313717	0.11942697414395528	0.633004662063539
5589	distance	3	5	{'w': 1}	minkowski	40	kd_tree						
5590	distance	3	5	{'V': 2}	seuclidean	20	kd_tree						
5591	distance	1	3	{'V': 3}	chebyshev	40	ball_tree						
5592	uniform	1	10	{'w': 3}	chebyshev	20	ball_tree						
5593	distance	3	7	{'V': 3}	seuclidean	100	brute						
5594	distance	1	7	{'V': 3}	seuclidean	40	auto						
5595	distance	2	3	{'w': 3}	seuclidean	100	brute						
5596	uniform	1	5	{'V': 1}	chebyshev	30	brute	0.7550249256419923	0.36572916304173014	0.2449454450068261	0.49826007326007327	0.16422082459818307	0.6139788478607907
5597	distance	3	3	{'V': 1}	mahalanobis	50	auto						
5598	uniform	3	5	{'w': 3}	chebyshev	30	brute	0.7550249256419923	0.36572916304173014	0.2449454450068261	0.49826007326007327	0.16422082459818307	0.6139788478607907
5599	uniform	3	3	{'w': 2}	mahalanobis	20	kd_tree						
5600	distance	3	7	{'V': 2}	chebyshev	100	ball_tree						
5601	distance	3	5	{'w': 3}	chebyshev	20	ball_tree						
5602	distance	3	3	{'V': 2}	chebyshev	30	ball_tree						
5603	uniform	3	7	{'V': 2}	minkowski	100	kd_tree						
5604	distance	3	10	{'V': 3}	seuclidean	10	brute						
5605	distance	3	10	{'V': 3}	seuclidean	20	ball_tree						
5606	distance	2	3	{'V': 2}	mahalanobis	20	brute						
5607	distance	3	3	{'w': 1}	chebyshev	20	kd_tree						
5608	distance	1	10	{'w': 2}	minkowski	10	kd_tree						
5609	distance	2	7	{'V': 1}	chebyshev	100	auto	0.7531858740731431	0.4076048204874391	0.2256543067780996	0.4852564102564103	0.14919636617749826	0.6229384012130091
5610	uniform	1	10	{'V': 1}	chebyshev	50	ball_tree						
5611	distance	2	3	{'w': 1}	seuclidean	100	kd_tree						
5612	uniform	2	10	{'V': 1}	seuclidean	40	auto						
5613	uniform	2	10	{'V': 3}	chebyshev	20	brute	0.7568430312932009	0.35903514132702063	0.1457264957264957	0.49653679653679655	0.08581411600279523	0.6229710711214083
5614	uniform	2	3	{'V': 3}	chebyshev	20	brute	0.7102216078086381	0.42224105473886586	0.4931379632047925	0.43485121574387725	0.5895877009084557	0.6935910518383809
5615	uniform	3	3	{'V': 2}	chebyshev	40	auto	0.7102216078086381	0.42224105473886586	0.4931379632047925	0.43485121574387725	0.5895877009084557	0.6935910518383809
5616	uniform	3	3	{'V': 2}	chebyshev	30	brute	0.7102216078086381	0.42224105473886586	0.4931379632047925	0.43485121574387725	0.5895877009084557	0.6935910518383809
5617	distance	3	7	{'w': 1}	minkowski	20	ball_tree						
5618	uniform	3	5	{'V': 2}	mahalanobis	50	auto						
5619	uniform	1	5	{'w': 2}	minkowski	30	auto	0.8061832348875205	0.544218418058058	0.505125902510866	0.6528630056673832	0.43305380852550657	0.7532971757431863
5620	uniform	3	3	{'w': 1}	mahalanobis	20	auto						
5621	uniform	1	3	{'V': 2}	minkowski	10	kd_tree						
5622	uniform	2	10	{'w': 2}	seuclidean	30	brute						
5623	uniform	3	5	{'V': 2}	minkowski	50	ball_tree						
5624	uniform	3	3	{'V': 3}	seuclidean	40	kd_tree						
5625	distance	1	5	{'w': 3}	mahalanobis	40	ball_tree						
5626	uniform	2	7	{'w': 3}	mahalanobis	30	auto						
5627	uniform	2	7	{'w': 1}	mahalanobis	10	brute						
5628	uniform	3	5	{'V': 3}	seuclidean	100	auto						
5629	uniform	3	10	{'V': 1}	chebyshev	20	auto	0.7568430312932009	0.35903514132702063	0.1457264957264957	0.49653679653679655	0.08581411600279523	0.6229710711214083
5630	distance	3	5	{'w': 1}	minkowski	100	kd_tree						
5631	uniform	2	7	{'V': 2}	minkowski	40	kd_tree						
5632	distance	3	3	{'V': 1}	minkowski	100	ball_tree						
5633	distance	3	10	{'V': 3}	chebyshev	100	brute	0.7531900632566713	0.3952537680083207	0.18809117831594246	0.46151960784313717	0.11942697414395528	0.633004662063539
5634	distance	2	5	{'w': 2}	chebyshev	10	brute	0.7531984416237275	0.4034003723716756	0.26668828137064793	0.5104528039010797	0.18280922431865826	0.6231321703815451
5635	uniform	1	10	{'V': 2}	mahalanobis	10	auto						
5636	uniform	1	7	{'w': 2}	minkowski	30	auto	0.8070922877131247	0.5554150201074798	0.4800048093373482	0.6700276603241719	0.4031446540880504	0.7651718927039075
5637	distance	2	10	{'V': 2}	chebyshev	50	auto	0.7531900632566713	0.3952537680083207	0.18809117831594246	0.46151960784313717	0.11942697414395528	0.633004662063539
5638	uniform	1	5	{'V': 3}	mahalanobis	30	ball_tree						
5639	distance	2	3	{'V': 2}	minkowski	30	ball_tree						
5640	distance	2	3	{'V': 3}	chebyshev	20	ball_tree						
5641	distance	2	3	{'w': 3}	minkowski	30	brute	0.7833186711909849	0.5306620695435149	0.480488712099482	0.5622611389929549	0.4252969951083159	0.7234963384444327
5642	distance	2	5	{'V': 2}	minkowski	40	kd_tree						
5643	uniform	1	3	{'w': 1}	mahalanobis	10	ball_tree						
5644	distance	1	10	{'V': 3}	mahalanobis	100	ball_tree						
5645	uniform	3	3	{'V': 1}	chebyshev	40	ball_tree						
5646	uniform	2	3	{'V': 2}	seuclidean	40	auto						
5647	uniform	3	7	{'V': 1}	mahalanobis	10	auto						
5648	distance	2	7	{'V': 1}	chebyshev	10	kd_tree						
5649	distance	3	5	{'V': 2}	seuclidean	100	kd_tree						
5650	uniform	3	10	{'w': 2}	seuclidean	30	ball_tree						
5651	uniform	3	7	{'w': 3}	minkowski	50	ball_tree						
5652	distance	3	3	{'w': 1}	mahalanobis	20	kd_tree						
5653	uniform	2	7	{'w': 1}	chebyshev	20	auto	0.7577562733023333	0.37027863767816616	0.22148805266897834	0.49936507936507946	0.14549266247379455	0.6109388905600166
5654	distance	3	5	{'V': 2}	mahalanobis	30	kd_tree						
5655	distance	2	10	{'V': 2}	seuclidean	100	brute						
5656	uniform	2	3	{'V': 1}	minkowski	20	auto	0.7824054291818525	0.48391539905363573	0.4734393430384472	0.5584179111052376	0.41781970649895184	0.7159915234280619
5657	uniform	1	10	{'w': 1}	minkowski	40	ball_tree						
5658	distance	3	7	{'V': 2}	mahalanobis	40	kd_tree						
5659	distance	2	3	{'w': 3}	mahalanobis	100	ball_tree						
5660	uniform	2	7	{'w': 2}	minkowski	100	brute	0.8089187717313895	0.5455717884871283	0.48254485615086223	0.6707043090755489	0.3958071278825996	0.7520905169499545
5661	distance	2	5	{'V': 3}	minkowski	10	ball_tree						
5662	uniform	2	5	{'w': 1}	seuclidean	10	brute						
5663	distance	3	3	{'V': 3}	mahalanobis	10	kd_tree						
5664	uniform	3	3	{'w': 3}	minkowski	30	brute	0.7897197436219681	0.4783181916661838	0.47689060211360357	0.5858582405054968	0.4103424178895877	0.7122724070795602
5665	uniform	3	3	{'V': 2}	seuclidean	10	kd_tree						
5666	uniform	3	5	{'V': 3}	chebyshev	20	auto	0.7550249256419923	0.36572916304173014	0.2449454450068261	0.49826007326007327	0.16422082459818307	0.6139788478607907
5667	uniform	1	7	{'V': 1}	seuclidean	10	kd_tree						
5668	distance	3	3	{'w': 2}	minkowski	20	brute	0.7878890704201751	0.5253658938321368	0.47754500818330603	0.5785950650844268	0.41404612159329146	0.7208714662984572
5669	distance	1	3	{'V': 2}	mahalanobis	100	brute						
5670	uniform	1	10	{'V': 2}	mahalanobis	100	kd_tree						
5671	distance	3	10	{'w': 3}	minkowski	40	brute	0.8162414645385614	0.5862316451925376	0.48557602574723335	0.7318375173213882	0.3810621942697414	0.7527400855566346
5672	distance	3	5	{'w': 1}	chebyshev	40	brute	0.7531984416237275	0.4034003723716756	0.26668828137064793	0.5104528039010797	0.18280922431865826	0.6231321703815451
5673	distance	3	3	{'V': 1}	minkowski	100	auto	0.7878890704201751	0.5253658938321368	0.47754500818330603	0.5785950650844268	0.41404612159329146	0.7208714662984572
5674	distance	3	3	{'w': 3}	chebyshev	20	auto	0.7175233546981693	0.4515994678967088	0.49364403093067466	0.44006962964045393	0.5819007686932215	0.7010920679095264
5675	uniform	1	7	{'w': 2}	seuclidean	50	auto						
5676	uniform	3	5	{'V': 1}	minkowski	30	brute	0.8080013405387291	0.5226268719611011	0.4939006596107708	0.6700749995220407	0.3996505939902166	0.740045069420685
5677	distance	2	7	{'V': 2}	minkowski	10	kd_tree						
5678	distance	3	10	{'V': 1}	seuclidean	40	auto						
5679	uniform	1	5	{'w': 1}	seuclidean	10	auto						
5680	uniform	3	7	{'V': 3}	seuclidean	40	brute						
5681	uniform	3	10	{'V': 2}	chebyshev	10	brute	0.7568430312932009	0.35903514132702063	0.1457264957264957	0.49653679653679655	0.08581411600279523	0.6229710711214083
5682	distance	1	10	{'w': 3}	chebyshev	100	kd_tree						
5683	uniform	1	10	{'w': 1}	seuclidean	40	ball_tree						
5684	uniform	3	3	{'V': 3}	chebyshev	30	ball_tree						
5685	distance	3	10	{'V': 1}	chebyshev	20	auto	0.7531900632566713	0.3952537680083207	0.18809117831594246	0.46151960784313717	0.11942697414395528	0.633004662063539
5686	uniform	3	7	{'w': 3}	seuclidean	10	auto						
5687	distance	1	7	{'w': 1}	mahalanobis	20	kd_tree						
5688	distance	1	5	{'V': 3}	chebyshev	30	brute	0.7531984416237275	0.4034003723716756	0.26668828137064793	0.5104528039010797	0.18280922431865826	0.6231321703815451
5689	uniform	2	3	{'w': 2}	seuclidean	10	auto						
5690	uniform	2	5	{'w': 1}	seuclidean	40	auto						
5691	uniform	1	7	{'w': 3}	mahalanobis	20	auto						
5692	distance	1	10	{'w': 3}	chebyshev	40	brute	0.7531900632566713	0.3952537680083207	0.18809117831594246	0.46151960784313717	0.11942697414395528	0.633004662063539
5693	uniform	3	10	{'w': 2}	minkowski	100	brute	0.8089271500984457	0.561753843623249	0.398251628888283	0.795	0.2879804332634521	0.7554314889951776
5694	distance	1	7	{'w': 1}	seuclidean	10	kd_tree						
5695	uniform	1	3	{'w': 2}	chebyshev	10	ball_tree						
5696	distance	3	3	{'w': 2}	seuclidean	20	brute						
5697	uniform	1	3	{'w': 3}	minkowski	100	auto	0.7778517866867747	0.4849687185684413	0.475985228712127	0.5412634708286882	0.4479385045422782	0.7277703839945258
5698	distance	3	3	{'w': 2}	mahalanobis	100	ball_tree						
5699	distance	1	10	{'w': 3}	seuclidean	20	brute						
5700	distance	2	10	{'V': 1}	seuclidean	50	brute						
5701	uniform	1	10	{'V': 3}	chebyshev	20	auto	0.7568430312932009	0.35903514132702063	0.1457264957264957	0.49653679653679655	0.08581411600279523	0.6229710711214083
5702	distance	3	10	{'w': 2}	seuclidean	50	ball_tree						
5703	distance	3	10	{'w': 1}	minkowski	100	kd_tree						
5704	uniform	3	5	{'w': 1}	mahalanobis	20	ball_tree						
5705	uniform	2	7	{'w': 2}	mahalanobis	40	brute						
5706	distance	1	10	{'w': 2}	seuclidean	30	auto						
5707	distance	1	7	{'V': 1}	seuclidean	100	kd_tree						
5708	uniform	3	3	{'V': 1}	chebyshev	30	ball_tree						
5709	distance	3	10	{'V': 2}	mahalanobis	10	auto						
5710	uniform	1	5	{'w': 2}	mahalanobis	30	ball_tree						
5711	uniform	3	7	{'w': 1}	mahalanobis	30	brute						
5712	uniform	2	3	{'V': 2}	seuclidean	20	ball_tree						
5713	uniform	2	7	{'w': 2}	mahalanobis	100	auto						
5714	distance	3	3	{'V': 2}	chebyshev	40	ball_tree						
5715	distance	2	7	{'V': 3}	minkowski	10	brute	0.8061874240710486	0.5746922436876181	0.48556948141485484	0.6618488107873477	0.4032844164919636	0.7507718696397941
5716	uniform	3	3	{'V': 2}	mahalanobis	40	brute						
5717	distance	3	3	{'w': 2}	mahalanobis	10	kd_tree						
5718	uniform	3	3	{'V': 2}	seuclidean	20	ball_tree						
5719	uniform	1	7	{'w': 3}	chebyshev	40	kd_tree						
5720	uniform	2	10	{'V': 1}	seuclidean	50	brute						
5721	uniform	2	10	{'V': 1}	seuclidean	30	brute						
5722	uniform	1	3	{'V': 1}	seuclidean	100	ball_tree						
5723	distance	3	7	{'w': 1}	seuclidean	40	kd_tree						
5724	distance	1	3	{'w': 1}	mahalanobis	50	auto						
5725	uniform	1	5	{'V': 2}	chebyshev	30	kd_tree						
5726	distance	3	3	{'w': 1}	mahalanobis	10	kd_tree						
5727	uniform	3	7	{'V': 2}	mahalanobis	20	ball_tree						
5728	distance	1	3	{'w': 2}	minkowski	20	brute	0.7778559758703028	0.5410446189038046	0.484051914366043	0.5457258847250643	0.45548567435359893	0.7364565281008413
5729	uniform	3	5	{'V': 3}	chebyshev	20	brute	0.7550249256419923	0.36572916304173014	0.2449454450068261	0.49826007326007327	0.16422082459818307	0.6139788478607907
5730	uniform	3	5	{'w': 1}	seuclidean	100	kd_tree						
5731	uniform	3	3	{'w': 2}	mahalanobis	40	brute						
5732	uniform	1	7	{'V': 3}	seuclidean	50	ball_tree						
5733	uniform	3	7	{'w': 1}	chebyshev	30	brute	0.7577562733023333	0.37027863767816616	0.22148805266897834	0.49936507936507946	0.14549266247379455	0.6109388905600166
5734	distance	1	7	{'w': 3}	minkowski	100	auto	0.8070964768966528	0.5947338621950694	0.4964967147200158	0.6611467855815683	0.4255066387141859	0.7691869058088654
5735	distance	2	10	{'V': 1}	chebyshev	20	kd_tree						
5736	uniform	2	3	{'V': 1}	mahalanobis	40	brute						
5737	uniform	2	10	{'w': 2}	chebyshev	30	ball_tree						
5738	distance	2	7	{'w': 3}	chebyshev	10	ball_tree						
5739	uniform	3	10	{'w': 1}	minkowski	20	brute	0.8089271500984457	0.561753843623249	0.398251628888283	0.795	0.2879804332634521	0.7554314889951776
5740	uniform	2	7	{'w': 1}	chebyshev	50	ball_tree						
5741	uniform	1	3	{'V': 3}	mahalanobis	20	brute						
5742	uniform	2	7	{'V': 1}	mahalanobis	100	kd_tree						
5743	uniform	2	7	{'w': 2}	chebyshev	40	brute	0.7577562733023333	0.37027863767816616	0.22148805266897834	0.49936507936507946	0.14549266247379455	0.6109388905600166
5744	uniform	2	7	{'V': 1}	chebyshev	40	ball_tree						
5745	uniform	1	5	{'w': 3}	chebyshev	30	auto	0.7550249256419923	0.36572916304173014	0.2449454450068261	0.49826007326007327	0.16422082459818307	0.6139788478607907
5746	uniform	2	5	{'V': 1}	mahalanobis	20	brute						
5747	distance	3	3	{'V': 2}	mahalanobis	100	brute						
5748	distance	3	3	{'V': 2}	chebyshev	50	auto	0.7175233546981693	0.4515994678967088	0.49364403093067466	0.44006962964045393	0.5819007686932215	0.7010920679095264
5749	uniform	1	3	{'w': 1}	seuclidean	20	auto						
5750	uniform	1	5	{'w': 2}	mahalanobis	100	brute						
5751	uniform	2	7	{'V': 3}	minkowski	10	ball_tree						
5752	uniform	3	3	{'V': 3}	seuclidean	20	ball_tree						
5753	distance	1	5	{'V': 3}	minkowski	20	kd_tree						
5754	distance	2	3	{'w': 2}	minkowski	30	kd_tree						
5755	uniform	1	7	{'w': 1}	minkowski	100	kd_tree						
5756	distance	2	5	{'V': 2}	minkowski	10	auto	0.8025176993004063	0.566523409263659	0.49852666420609804	0.6389742524916944	0.4217330538085255	0.7434663423403288
5757	distance	2	3	{'w': 1}	chebyshev	10	brute	0.7175233546981693	0.4515994678967088	0.49364403093067466	0.44006962964045393	0.5819007686932215	0.7010920679095264
5758	distance	1	3	{'V': 2}	minkowski	30	auto						
5759	distance	2	10	{'V': 1}	chebyshev	10	ball_tree						
5760	distance	1	10	{'V': 3}	seuclidean	50	ball_tree						
5761	distance	2	10	{'V': 1}	seuclidean	100	brute						
5762	distance	3	7	{'V': 1}	mahalanobis	10	brute						
5763	uniform	2	3	{'w': 2}	mahalanobis	100	brute						
5764	distance	1	7	{'w': 3}	mahalanobis	10	kd_tree						
5765	uniform	2	5	{'w': 1}	minkowski	40	kd_tree						
5766	uniform	3	10	{'V': 3}	minkowski	40	ball_tree						
5767	distance	3	3	{'V': 2}	mahalanobis	30	kd_tree						
5768	distance	1	3	{'w': 2}	minkowski	10	auto	0.7778559758703028	0.5410446189038046	0.484051914366043	0.5457258847250643	0.45548567435359893	0.7364565281008413
5769	distance	2	7	{'V': 2}	mahalanobis	100	auto						
5770	distance	3	5	{'w': 3}	seuclidean	100	brute						
5771	distance	1	5	{'V': 2}	mahalanobis	20	auto						
5772	distance	3	5	{'w': 2}	mahalanobis	20	auto						
5773	uniform	3	10	{'V': 1}	seuclidean	40	ball_tree						
5774	distance	2	5	{'V': 2}	seuclidean	40	ball_tree						
5775	distance	2	7	{'V': 3}	mahalanobis	100	brute						
5776	distance	3	3	{'w': 3}	seuclidean	100	auto						
5777	distance	3	3	{'V': 2}	chebyshev	10	brute	0.7175233546981693	0.4515994678967088	0.49364403093067466	0.44006962964045393	0.5819007686932215	0.7010920679095264
5778	distance	2	10	{'w': 1}	chebyshev	30	auto	0.7531900632566713	0.3952537680083207	0.18809117831594246	0.46151960784313717	0.11942697414395528	0.633004662063539
5779	distance	2	5	{'w': 2}	mahalanobis	30	brute						
5780	distance	3	5	{'V': 3}	minkowski	50	brute	0.8043483725021993	0.5635233575017149	0.4907461052835454	0.6485467358312186	0.40328441649196367	0.7422412832831867
5781	uniform	2	7	{'V': 3}	mahalanobis	40	brute						
5782	uniform	3	3	{'V': 1}	mahalanobis	30	kd_tree						
5783	distance	1	3	{'w': 1}	mahalanobis	30	ball_tree						
5784	distance	2	10	{'w': 3}	seuclidean	20	ball_tree						
5785	distance	1	3	{'V': 3}	chebyshev	20	brute	0.7175233546981693	0.4515994678967088	0.49364403093067466	0.44006962964045393	0.5819007686932215	0.7010920679095264
5786	uniform	2	5	{'w': 3}	mahalanobis	30	kd_tree						
5787	uniform	3	10	{'w': 2}	seuclidean	20	brute						
5788	distance	1	5	{'w': 2}	mahalanobis	40	auto						
5789	uniform	3	7	{'w': 1}	mahalanobis	40	auto						
5790	uniform	1	7	{'V': 2}	minkowski	10	kd_tree						
5791	uniform	1	10	{'w': 3}	minkowski	100	ball_tree						
5792	distance	3	3	{'w': 2}	seuclidean	50	brute						
5793	distance	1	5	{'w': 1}	seuclidean	50	auto						
5794	uniform	2	7	{'V': 2}	chebyshev	40	brute	0.7577562733023333	0.37027863767816616	0.22148805266897834	0.49936507936507946	0.14549266247379455	0.6109388905600166
5795	distance	2	7	{'V': 3}	chebyshev	50	auto	0.7531858740731431	0.4076048204874391	0.2256543067780996	0.4852564102564103	0.14919636617749826	0.6229384012130091
5796	uniform	2	5	{'V': 2}	seuclidean	40	brute						
5797	uniform	2	3	{'w': 1}	minkowski	20	brute	0.7824054291818525	0.48391539905363573	0.4734393430384472	0.5584179111052376	0.41781970649895184	0.7159915234280619
5798	uniform	3	3	{'V': 3}	seuclidean	100	auto						
5799	uniform	2	7	{'w': 3}	minkowski	100	ball_tree						
5800	uniform	3	5	{'V': 3}	chebyshev	40	ball_tree						
5801	distance	2	7	{'w': 3}	mahalanobis	50	ball_tree						
5802	uniform	2	7	{'V': 1}	mahalanobis	20	kd_tree						
5803	distance	1	10	{'w': 2}	mahalanobis	20	kd_tree						
5804	distance	1	7	{'w': 3}	minkowski	30	kd_tree						
5805	uniform	1	5	{'V': 2}	chebyshev	100	auto	0.7550249256419923	0.36572916304173014	0.2449454450068261	0.49826007326007327	0.16422082459818307	0.6139788478607907
5806	distance	2	7	{'V': 2}	mahalanobis	20	auto						
5807	uniform	2	5	{'V': 3}	mahalanobis	50	kd_tree						
5808	distance	2	10	{'V': 1}	chebyshev	40	auto	0.7531900632566713	0.3952537680083207	0.18809117831594246	0.46151960784313717	0.11942697414395528	0.633004662063539
5809	uniform	2	5	{'V': 1}	mahalanobis	10	ball_tree						
5810	distance	2	3	{'V': 1}	seuclidean	100	ball_tree						
5811	uniform	2	5	{'w': 3}	seuclidean	20	auto						
5812	uniform	1	3	{'w': 1}	chebyshev	40	auto	0.7102216078086381	0.42224105473886586	0.4931379632047925	0.43485121574387725	0.5895877009084557	0.6935910518383809
5813	uniform	2	7	{'w': 2}	minkowski	30	kd_tree						
5814	distance	2	5	{'V': 2}	mahalanobis	20	auto						
5815	uniform	3	10	{'w': 2}	chebyshev	40	brute	0.7568430312932009	0.35903514132702063	0.1457264957264957	0.49653679653679655	0.08581411600279523	0.6229710711214083
5816	distance	2	10	{'V': 2}	mahalanobis	100	ball_tree						
5817	distance	1	7	{'w': 1}	seuclidean	100	kd_tree						
5818	distance	2	10	{'w': 1}	minkowski	30	kd_tree						
5819	distance	1	5	{'V': 3}	chebyshev	100	brute	0.7531984416237275	0.4034003723716756	0.26668828137064793	0.5104528039010797	0.18280922431865826	0.6231321703815451
5820	distance	1	7	{'V': 2}	mahalanobis	30	brute						
5821	uniform	1	7	{'w': 3}	mahalanobis	20	ball_tree						
5822	distance	2	3	{'w': 1}	seuclidean	10	brute						
5823	uniform	1	7	{'w': 1}	seuclidean	100	brute						
5824	uniform	3	10	{'w': 3}	chebyshev	100	brute	0.7568430312932009	0.35903514132702063	0.1457264957264957	0.49653679653679655	0.08581411600279523	0.6229710711214083
5825	uniform	1	5	{'w': 2}	seuclidean	100	brute						
5826	distance	2	3	{'V': 1}	seuclidean	30	ball_tree						
5827	uniform	3	3	{'V': 1}	mahalanobis	10	brute						
5828	uniform	1	10	{'V': 1}	seuclidean	10	brute						
5829	uniform	2	10	{'V': 1}	minkowski	20	auto	0.8089229609149177	0.5629692191997879	0.4012591222119436	0.7740224545102594	0.29545772187281616	0.7658492862243714
5830	distance	2	7	{'V': 3}	seuclidean	10	auto						
5831	distance	1	7	{'V': 2}	mahalanobis	100	kd_tree						
5832	distance	2	7	{'w': 3}	minkowski	30	brute	0.8061874240710486	0.5746922436876181	0.48556948141485484	0.6618488107873477	0.4032844164919636	0.7507718696397941
5833	uniform	1	7	{'w': 1}	mahalanobis	20	ball_tree						
5834	distance	3	3	{'w': 2}	chebyshev	40	auto	0.7175233546981693	0.4515994678967088	0.49364403093067466	0.44006962964045393	0.5819007686932215	0.7010920679095264
5835	distance	1	5	{'V': 2}	seuclidean	100	kd_tree						
5836	uniform	1	3	{'w': 3}	minkowski	50	kd_tree						
5837	distance	1	10	{'w': 2}	chebyshev	50	brute	0.7531900632566713	0.3952537680083207	0.18809117831594246	0.46151960784313717	0.11942697414395528	0.633004662063539
5838	uniform	2	5	{'w': 2}	minkowski	30	kd_tree						
5839	uniform	1	5	{'w': 3}	mahalanobis	10	auto						
5840	distance	2	5	{'V': 3}	seuclidean	10	auto						
5841	uniform	1	5	{'w': 3}	mahalanobis	30	auto						
5842	uniform	1	7	{'w': 3}	mahalanobis	20	brute						
5843	uniform	3	3	{'V': 1}	mahalanobis	20	auto						
5844	distance	3	3	{'w': 1}	mahalanobis	100	brute						
5845	distance	2	3	{'w': 1}	mahalanobis	20	auto						
5846	distance	2	7	{'V': 2}	chebyshev	20	auto	0.7531858740731431	0.4076048204874391	0.2256543067780996	0.4852564102564103	0.14919636617749826	0.6229384012130091
5847	distance	1	10	{'w': 2}	minkowski	50	ball_tree						
5848	uniform	3	10	{'w': 3}	minkowski	50	brute	0.8089271500984457	0.561753843623249	0.398251628888283	0.795	0.2879804332634521	0.7554314889951776
5849	uniform	3	3	{'V': 2}	chebyshev	10	ball_tree						
5850	uniform	2	10	{'V': 3}	minkowski	20	auto	0.8089229609149177	0.5629692191997879	0.4012591222119436	0.7740224545102594	0.29545772187281616	0.7658492862243714
5851	uniform	1	5	{'V': 2}	mahalanobis	10	brute						
5852	uniform	2	10	{'w': 1}	seuclidean	20	auto						
5853	distance	1	5	{'w': 3}	minkowski	10	kd_tree						
5854	distance	2	7	{'w': 1}	chebyshev	100	auto	0.7531858740731431	0.4076048204874391	0.2256543067780996	0.4852564102564103	0.14919636617749826	0.6229384012130091
5855	uniform	1	10	{'V': 1}	chebyshev	100	brute	0.7568430312932009	0.35903514132702063	0.1457264957264957	0.49653679653679655	0.08581411600279523	0.6229710711214083
5856	distance	1	5	{'w': 1}	minkowski	20	brute	0.8025218884839346	0.5859814560310688	0.5081233060600125	0.6278291402994289	0.44416491963661775	0.7580773306044201
5857	uniform	1	10	{'w': 3}	chebyshev	40	brute	0.7568430312932009	0.35903514132702063	0.1457264957264957	0.49653679653679655	0.08581411600279523	0.6229710711214083
5858	uniform	1	10	{'w': 1}	chebyshev	50	auto	0.7568430312932009	0.35903514132702063	0.1457264957264957	0.49653679653679655	0.08581411600279523	0.6229710711214083
5859	distance	1	10	{'w': 3}	minkowski	20	kd_tree						
5860	distance	2	3	{'V': 2}	mahalanobis	10	auto						
5861	distance	1	3	{'w': 3}	minkowski	30	auto	0.7778559758703028	0.5410446189038046	0.484051914366043	0.5457258847250643	0.45548567435359893	0.7364565281008413
5862	uniform	3	10	{'V': 1}	minkowski	20	ball_tree						
5863	distance	3	10	{'w': 2}	minkowski	100	brute	0.8162414645385614	0.5862316451925376	0.48557602574723335	0.7318375173213882	0.3810621942697414	0.7527400855566346
5864	uniform	2	7	{'w': 3}	mahalanobis	20	kd_tree						
5865	uniform	3	5	{'V': 1}	mahalanobis	20	ball_tree						
5866	uniform	1	7	{'w': 2}	chebyshev	10	brute	0.7577562733023333	0.37027863767816616	0.22148805266897834	0.49936507936507946	0.14549266247379455	0.6109388905600166
5867	uniform	2	3	{'w': 2}	minkowski	40	brute	0.7824054291818525	0.48391539905363573	0.4734393430384472	0.5584179111052376	0.41781970649895184	0.7159915234280619
5868	uniform	3	7	{'V': 1}	seuclidean	50	auto						
5869	distance	1	7	{'V': 2}	chebyshev	30	ball_tree						
5870	uniform	3	10	{'w': 2}	minkowski	40	brute	0.8089271500984457	0.561753843623249	0.398251628888283	0.795	0.2879804332634521	0.7554314889951776
5871	uniform	3	5	{'V': 2}	chebyshev	50	auto	0.7550249256419923	0.36572916304173014	0.2449454450068261	0.49826007326007327	0.16422082459818307	0.6139788478607907
5872	distance	3	10	{'w': 3}	mahalanobis	30	ball_tree						
5873	distance	3	7	{'V': 3}	chebyshev	50	auto	0.7531858740731431	0.4076048204874391	0.2256543067780996	0.4852564102564103	0.14919636617749826	0.6229384012130091
5874	distance	1	3	{'w': 3}	chebyshev	50	kd_tree						
5875	distance	1	10	{'V': 3}	mahalanobis	100	brute						
5876	distance	3	7	{'V': 1}	chebyshev	100	brute	0.7531858740731431	0.4076048204874391	0.2256543067780996	0.4852564102564103	0.14919636617749826	0.6229384012130091
5877	uniform	3	3	{'V': 2}	mahalanobis	40	ball_tree						
5878	distance	1	3	{'V': 1}	chebyshev	50	kd_tree						
5879	uniform	1	7	{'V': 1}	chebyshev	100	ball_tree						
5880	uniform	2	7	{'w': 1}	minkowski	30	auto	0.8089187717313895	0.5455717884871283	0.48254485615086223	0.6707043090755489	0.3958071278825996	0.7520905169499545
5881	distance	1	3	{'w': 1}	minkowski	50	ball_tree						
5882	uniform	1	5	{'V': 3}	mahalanobis	30	auto						
5883	uniform	3	5	{'V': 2}	chebyshev	30	brute	0.7550249256419923	0.36572916304173014	0.2449454450068261	0.49826007326007327	0.16422082459818307	0.6139788478607907
5884	distance	1	3	{'V': 1}	seuclidean	10	brute						
5885	uniform	2	5	{'V': 1}	mahalanobis	40	ball_tree						
