	solver	penalty	l1_ratio	intercept_scaling	dual	C	accuracy	average_precision	f1	precision	recall	roc_auc
1193	sag	none	0.75	1	True	0.5						
1194	liblinear	elasticnet	0.6	0	True	1.0						
1195	lbfgs	l1	0.9	0	True	0.5						
1196	saga	elasticnet	0.3	0	True	5.0						
1197	lbfgs	none	0.45	5	False	10.0	0.8609819446189938	0.7503169141257651	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8552892265724727
1198	sag	none	0.45	5	True	10.0						
1199	newton-cg	none	0.45	0	True	0.01						
1200	sag	none	1.0	1	False	0.001	0.8609819446189938	0.7507638543820694	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8554251840453249
1201	sag	elasticnet	0.15	5	False	0.01						
1202	lbfgs	l2	0.0	0	False	0.1	0.8609777554354656	0.752861876669112	0.5736866813337401	0.9104247104247104	0.4831640058055152	0.8569076013779355
1203	saga	elasticnet	0.75	0	True	0.5						
1204	newton-cg	l1	0.0	0	True	1.0						
1205	liblinear	l1	0.45	5	True	5.0						
1206	newton-cg	elasticnet	0.6	0	True	5.0						
1207	newton-cg	l2	1.0	5	False	0.01	0.7659922081186378	0.7356499641036481	0.05740259740259741	0.6	0.030188679245283023	0.8471422700963505
1208	sag	l1	0.75	5	False	5.0						
1209	liblinear	l1	0.0	0	True	1.0						
1210	liblinear	none	0.15	0	True	5.0						
1211	liblinear	none	0.9	5	True	0.005						
1212	saga	l2	0.6	0	True	0.01						
1213	sag	l2	0.75	5	True	0.005						
1214	lbfgs	l1	0.3	0	True	0.1						
1215	sag	elasticnet	0.6	5	False	0.001						
1216	lbfgs	l1	0.75	5	False	0.001						
1217	lbfgs	l2	0.9	0	True	0.001						
1218	liblinear	elasticnet	0.15	5	False	0.1						
1219	lbfgs	elasticnet	0.15	0	True	0.001						
1220	liblinear	elasticnet	1.0	5	False	0.5						
1221	saga	none	0.45	5	False	0.005	0.8609819446189938	0.7516026558582681	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8557425638694109
1222	lbfgs	none	1.0	1	True	0.5						
1223	liblinear	l2	0.9	0	True	1.0						
1224	newton-cg	none	1.0	5	False	0.5	0.8609819446189938	0.7503583240103995	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8553582982146292
1225	sag	l1	0.6	0	False	0.1						
1226	saga	none	0.9	0	True	0.05						
1227	newton-cg	l1	0.15	5	False	0.1						
1228	newton-cg	elasticnet	0.9	0	False	0.01						
1229	saga	none	0.9	1	False	0.005	0.8609819446189938	0.7516252271836563	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8557657334708937
1230	sag	none	0.9	5	False	0.001	0.8609819446189938	0.7507638543820694	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8554251840453249
1231	liblinear	l1	0.0	5	False	1.0	0.8628126178207868	0.753480565734645	0.6114335256746517	0.8590618683641938	0.5436865021770683	0.8551523947750364
1232	liblinear	l1	0.3	1	True	0.005						
1233	lbfgs	l1	1.0	0	True	0.05						
1234	liblinear	l1	0.9	0	True	0.001						
1235	saga	elasticnet	0.15	1	False	0.05	0.8536718193624063	0.7498202517370164	0.5391931803517169	0.9233831784518138	0.43410740203193027	0.8541923863815203
1236	saga	l1	0.45	5	True	0.005						
1237	newton-cg	none	0.75	1	True	0.005						
1238	sag	elasticnet	0.75	5	False	0.1						
1239	saga	none	0.9	5	False	0.1	0.8609819446189938	0.7516252271836563	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8557657334708937
1240	newton-cg	l1	0.15	5	True	0.005						
1241	liblinear	l1	0.45	0	True	5.0						
1242	sag	l2	0.45	0	False	0.001	0.7586862720455783	0.6479451919628512	0.0	0.0	0.0	0.8114042527147779
1243	sag	none	0.3	5	False	0.05	0.8609819446189938	0.7507939777674559	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8554483536468078
1244	saga	none	0.9	1	False	0.001	0.8609819446189938	0.7516653399929136	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8557652963086015
1245	liblinear	l2	0.75	0	False	0.5						
1246	saga	l1	0.9	0	False	0.1	0.8582338402245402	0.7525885472328254	0.5648701442841289	0.8897879352985759	0.4906386066763425	0.856355028240684
1247	saga	l2	0.9	5	True	0.1						
1248	saga	elasticnet	0.6	0	False	0.005	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
1249	liblinear	none	0.9	1	False	0.01						
1250	sag	elasticnet	1.0	5	False	0.01						
1251	newton-cg	l2	0.0	0	True	0.05						
1252	saga	l2	0.6	1	True	0.5						
1253	newton-cg	elasticnet	0.9	5	False	0.1						
1254	sag	none	0.3	0	False	0.001	0.8609819446189938	0.7507638543820694	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8554251840453249
1255	lbfgs	elasticnet	0.45	0	False	0.5						
1256	lbfgs	l1	0.6	5	True	0.01						
1257	lbfgs	l1	0.6	0	False	10.0						
1258	liblinear	none	0.45	1	True	0.005						
1259	sag	l1	0.75	0	True	0.1						
1260	sag	none	0.0	1	True	0.005						
1261	saga	elasticnet	0.3	5	True	5.0						
1262	lbfgs	l1	0.75	1	True	0.01						
1263	lbfgs	none	0.75	5	False	0.005	0.8609819446189938	0.7503169141257651	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8552892265724727
1264	sag	l1	0.6	0	True	0.1						
1265	liblinear	l2	0.6	0	True	0.001						
1266	liblinear	l1	0.9	0	True	0.1						
1267	saga	l2	0.75	0	True	0.01						
1268	sag	elasticnet	0.45	0	True	10.0						
1269	lbfgs	none	0.3	0	False	0.01	0.8609819446189938	0.7503169141257651	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8552892265724727
1270	sag	l1	0.9	1	False	0.001						
1271	lbfgs	none	0.3	5	True	0.01						
1272	newton-cg	l2	0.9	5	False	0.1	0.8609777554354656	0.752861876669112	0.5736866813337401	0.9104247104247104	0.4831640058055152	0.8569076013779355
1273	lbfgs	l2	1.0	0	True	0.05						
1274	newton-cg	elasticnet	0.0	5	False	0.01						
1275	lbfgs	elasticnet	0.6	1	True	10.0						
1276	sag	elasticnet	0.75	0	False	1.0						
1277	liblinear	l2	0.0	0	True	5.0						
1278	newton-cg	l1	0.75	5	True	0.1						
1279	liblinear	none	1.0	5	True	5.0						
1280	sag	none	0.75	1	False	0.05	0.8609819446189938	0.7507168980088088	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8554024516061343
1281	lbfgs	elasticnet	0.0	0	False	0.01						
1282	liblinear	l1	0.9	0	False	0.01						
1283	lbfgs	none	0.9	0	True	0.001						
1284	saga	l1	0.9	0	True	0.005						
1285	liblinear	l2	0.3	1	False	10.0	0.8618951866281261	0.7508585960783796	0.6141801435234007	0.8136248355622493	0.551233671988389	0.8557862800986239
1286	sag	l2	0.0	5	True	5.0						
1287	liblinear	l2	0.6	0	True	0.005						
1288	sag	none	0.0	0	True	0.5						
1289	liblinear	none	0.0	0	True	0.001						
1290	newton-cg	none	0.0	1	False	0.005	0.8609819446189938	0.7503583240103995	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8553582982146292
1291	saga	l2	0.6	0	True	0.001						
1292	sag	none	0.3	0	False	0.5	0.8609819446189938	0.7507638543820694	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8554251840453249
1293	liblinear	l2	0.0	0	False	0.01						
1294	saga	elasticnet	0.15	5	True	0.1						
1295	sag	l1	0.0	5	True	5.0						
1296	saga	l2	0.0	5	False	0.05	0.8591512714172008	0.7490460017578842	0.5543821278245303	0.9435117302052787	0.4492017416545718	0.854850315631175
1297	liblinear	l2	1.0	0	False	1.0						
1298	newton-cg	l2	0.75	0	True	10.0						
1299	saga	elasticnet	0.9	5	True	10.0						
1300	liblinear	elasticnet	0.9	0	False	10.0						
1301	newton-cg	none	0.9	0	False	10.0	0.8609819446189938	0.7503583240103995	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8553582982146292
1302	saga	l2	0.3	0	True	0.005						
1303	sag	l1	0.3	1	False	5.0						
1304	sag	l1	0.6	5	False	0.05						
1305	lbfgs	l2	0.15	1	False	0.05	0.8591512714172008	0.7489896263925553	0.5543821278245303	0.9435117302052787	0.4492017416545718	0.8547821183136028
1306	sag	l1	0.75	5	True	0.5						
1307	saga	l2	0.3	0	False	1.0	0.8628126178207868	0.7535563279635745	0.612965367965368	0.8549160916602776	0.5474600870827286	0.8579253151940126
1308	sag	none	0.45	5	True	0.01						
1309	liblinear	none	0.75	5	False	0.05						
1310	newton-cg	l2	0.75	0	True	0.1						
1311	lbfgs	l1	1.0	0	True	0.1						
1312	lbfgs	l2	0.3	1	True	5.0						
1313	newton-cg	l2	0.75	1	True	1.0						
1314	saga	none	0.9	5	True	5.0						
1315	newton-cg	l1	0.6	1	False	1.0						
1316	liblinear	elasticnet	0.3	5	False	5.0						
1317	sag	l1	0.75	1	False	0.001						
1318	saga	elasticnet	0.45	1	False	0.01	0.7586862720455783	0.7249347621305036	0.0	0.0	0.0	0.8314789637505028
1319	saga	l1	0.75	1	False	0.5	0.8637258598299191	0.7541452005398174	0.6034028892455858	0.886935286935287	0.521044992743106	0.854018832951545
1320	liblinear	l1	0.0	5	False	10.0	0.8618951866281261	0.7502054356909418	0.6141801435234007	0.8136248355622493	0.551233671988389	0.8554942556874814
1321	saga	elasticnet	0.75	5	True	10.0						
1322	newton-cg	l1	0.9	5	True	1.0						
1323	liblinear	elasticnet	0.75	0	False	0.005						
1324	lbfgs	l1	0.9	5	True	0.1						
1325	saga	none	0.45	5	True	0.001						
1326	sag	none	0.0	0	False	0.005	0.8609819446189938	0.7507168980088088	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8554024516061343
1327	liblinear	l2	0.3	0	True	5.0						
1328	liblinear	elasticnet	0.15	5	True	0.005						
1329	sag	l2	0.45	0	True	0.01						
1330	sag	l1	1.0	1	True	0.5						
1331	sag	none	0.9	0	True	0.05						
1332	liblinear	l1	0.9	0	True	10.0						
1333	saga	elasticnet	0.0	1	True	1.0						
1334	lbfgs	l1	0.6	5	True	0.001						
1335	liblinear	none	0.15	0	True	0.01						
1336	saga	elasticnet	0.45	5	True	0.5						
1337	saga	l2	1.0	5	False	1.0	0.8628126178207868	0.7535061316321862	0.612965367965368	0.8549160916602776	0.5474600870827286	0.8578789759910469
1338	saga	l2	0.3	5	False	5.0	0.8628084286372586	0.752362387211452	0.6167333350127623	0.8140894116365814	0.5550072568940494	0.8565159039641875
1339	sag	l2	0.6	1	True	0.001						
1340	saga	elasticnet	0.0	0	False	0.05	0.8591512714172008	0.7490336985001573	0.5543821278245303	0.9435117302052787	0.4492017416545718	0.8548275831919842
1341	lbfgs	l2	0.0	5	True	0.005						
1342	newton-cg	elasticnet	0.6	1	False	0.05						
1343	lbfgs	l2	0.9	0	False	0.5	0.8664655858573163	0.753749627676844	0.6161004428169029	0.8775717360114778	0.5399129172714079	0.8578885935614737
1344	newton-cg	none	0.45	0	False	0.005	0.8609819446189938	0.7503583240103995	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8553582982146292
1345	liblinear	elasticnet	0.6	5	True	5.0						
1346	saga	l2	0.75	1	False	0.01	0.7659922081186378	0.7356008262496322	0.05740259740259741	0.6	0.030188679245283023	0.8471191004948677
1347	liblinear	l1	1.0	0	False	10.0						
1348	lbfgs	l1	0.9	5	True	10.0						
1349	sag	none	0.0	5	False	10.0	0.8609819446189938	0.7507638543820694	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8554251840453249
1350	lbfgs	l2	0.6	5	False	0.05	0.8591512714172008	0.7489896263925553	0.5543821278245303	0.9435117302052787	0.4492017416545718	0.8547821183136028
1351	lbfgs	none	0.15	1	True	0.001						
1352	newton-cg	l2	1.0	5	False	1.0	0.8628126178207868	0.7537481125975024	0.612965367965368	0.8549160916602776	0.5474600870827286	0.8577653137950932
1353	liblinear	l1	0.45	5	False	10.0	0.8618951866281261	0.7502217384294693	0.6141801435234007	0.8136248355622493	0.551233671988389	0.8555169881266721
1354	newton-cg	l1	0.0	5	True	0.005						
1355	sag	none	1.0	5	False	5.0	0.8609819446189938	0.7507638543820694	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8554251840453249
1356	lbfgs	none	0.9	0	True	0.005						
1357	newton-cg	l1	0.15	1	False	0.01						
1358	lbfgs	l1	0.45	0	False	0.001						
1359	liblinear	none	0.9	5	True	0.001						
1360	sag	l2	0.3	5	False	5.0	0.8628084286372586	0.7517978702942394	0.6167333350127623	0.8140894116365814	0.5550072568940494	0.8564026789305261
1361	liblinear	elasticnet	0.9	1	True	0.005						
1362	sag	elasticnet	0.3	5	True	10.0						
1363	sag	l1	0.9	5	False	0.5						
1364	liblinear	l1	0.15	0	True	5.0						
1365	saga	none	0.45	5	True	0.01						
1366	liblinear	l2	0.75	5	False	0.05	0.8591512714172008	0.7491134938947603	0.5543821278245303	0.9435117302052787	0.4492017416545718	0.8548962176718484
1367	lbfgs	l2	0.45	5	True	0.005						
1368	sag	elasticnet	0.6	0	False	0.5						
1369	lbfgs	l1	0.75	0	False	5.0						
1370	saga	none	0.75	0	True	1.0						
1371	newton-cg	l2	0.3	1	False	10.0	0.8618951866281261	0.7512400707297526	0.6141801435234007	0.8136248355622493	0.551233671988389	0.8558793956668473
1372	liblinear	l1	0.45	0	False	0.1						
1373	newton-cg	l1	0.3	0	False	0.005						
1374	lbfgs	none	0.9	0	True	0.01						
1375	saga	elasticnet	0.45	5	True	0.5						
1376	saga	l1	0.9	1	True	5.0						
1377	lbfgs	l1	0.6	1	False	0.001						
1378	sag	none	0.0	5	True	1.0						
1379	lbfgs	none	0.0	1	True	5.0						
1380	sag	none	0.75	5	True	0.1						
1381	sag	l1	0.0	5	False	0.5						
1382	sag	none	0.3	5	True	1.0						
1383	liblinear	l1	0.45	5	True	1.0						
1384	sag	l2	0.9	5	True	10.0						
1385	sag	none	0.9	0	True	1.0						
1386	saga	l2	0.75	5	False	0.005	0.7586862720455783	0.7192164528183767	0.0	0.0	0.0	0.8416209103467572
1387	sag	l1	0.3	1	False	0.1						
1388	newton-cg	l2	0.9	0	True	0.005						
1389	liblinear	none	0.15	5	False	0.001						
1390	newton-cg	none	0.3	0	False	0.01	0.8609819446189938	0.7503583240103995	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8553582982146292
1391	liblinear	none	0.45	1	True	1.0						
1392	sag	l1	1.0	5	False	1.0						
1393	lbfgs	elasticnet	0.6	0	True	1.0						
1394	saga	l2	0.45	0	False	0.005	0.7586862720455783	0.7192164528183767	0.0	0.0	0.0	0.8416209103467572
1395	newton-cg	l1	0.9	5	False	0.001						
1396	lbfgs	l1	0.45	0	False	0.005						
1397	newton-cg	l1	0.45	5	False	0.1						
1398	sag	elasticnet	0.15	5	True	0.05						
1399	liblinear	l1	1.0	0	False	0.05						
1400	liblinear	elasticnet	0.0	5	True	0.001						
1401	newton-cg	l2	0.0	5	True	0.005						
1402	saga	l1	0.3	0	False	0.1	0.8582338402245402	0.7525783234204309	0.5648701442841289	0.8897879352985759	0.4906386066763425	0.8563554654029761
1403	lbfgs	l1	0.6	0	True	1.0						
1404	sag	none	0.6	5	True	0.01						
1405	sag	elasticnet	0.45	1	True	0.005						
1406	newton-cg	elasticnet	0.75	5	True	0.5						
1407	newton-cg	l1	0.6	1	True	0.5						
1408	liblinear	l1	0.15	5	True	0.1						
1409	saga	l1	0.3	1	False	0.001	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
1410	newton-cg	l2	0.3	0	True	10.0						
1411	sag	none	0.3	5	False	1.0	0.8609819446189938	0.7507638543820694	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8554251840453249
1412	saga	none	0.6	5	True	0.005						
1413	sag	l2	0.75	0	True	0.1						
1414	sag	none	0.6	5	False	0.005	0.8609819446189938	0.7507638543820694	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8554251840453249
1415	liblinear	l1	0.15	0	False	0.001						
1416	lbfgs	none	0.45	5	False	10.0	0.8609819446189938	0.7503169141257651	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8552892265724727
1417	newton-cg	none	0.6	0	False	0.001	0.8609819446189938	0.7503583240103995	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8553582982146292
1418	newton-cg	l1	0.15	1	True	0.1						
1419	newton-cg	none	0.45	0	True	0.5						
1420	liblinear	l2	0.45	1	False	0.001	0.7586862720455783	0.5840270657570252	0.0	0.0	0.0	0.7433319635581512
1421	sag	l1	0.15	1	False	10.0						
1422	newton-cg	l2	0.75	5	True	0.005						
1423	newton-cg	l2	0.3	5	True	5.0						
1424	liblinear	l2	0.6	0	True	0.01						
1425	saga	elasticnet	0.3	5	False	5.0	0.8628084286372586	0.7521567273181523	0.6167333350127623	0.8140894116365814	0.5550072568940494	0.8563121863360555
1426	liblinear	none	0.15	0	True	0.01						
1427	lbfgs	elasticnet	0.0	0	True	10.0						
1428	newton-cg	elasticnet	0.15	5	True	5.0						
1429	lbfgs	l1	0.6	1	True	0.1						
1430	newton-cg	l1	0.6	0	False	0.5						
1431	liblinear	l1	0.75	0	True	0.05						
1432	lbfgs	l2	0.15	0	True	0.001						
1433	liblinear	l2	0.9	5	True	10.0	0.8637258598299191	0.7493701884004071	0.6264609222414175	0.8103875850079255	0.5551523947750362	0.8557338206235684
1434	saga	none	0.6	1	True	0.005						
1435	sag	elasticnet	0.45	1	True	0.01						
1436	saga	l2	0.75	0	True	5.0						
1437	saga	none	0.3	5	True	1.0						
1438	saga	elasticnet	0.3	0	False	0.005	0.7586862720455783	0.6646204176410697	0.0	0.0	0.0	0.7950819242135452
1439	liblinear	l2	0.3	1	True	0.5	0.8664655858573165	0.7534324796983973	0.6155404878809134	0.8772157171287083	0.5399129172714079	0.8581653172923916
1440	newton-cg	l2	0.9	0	True	10.0						
1441	liblinear	none	1.0	0	False	0.001						
1442	lbfgs	none	0.6	5	False	0.1	0.8609819446189938	0.7503169141257651	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8552892265724727
1443	saga	l2	0.3	1	False	1.0	0.8628126178207868	0.7535061316321862	0.612965367965368	0.8549160916602776	0.5474600870827286	0.8578789759910469
1444	saga	none	0.45	5	True	0.001						
1445	lbfgs	none	0.6	5	True	0.1						
1446	sag	elasticnet	0.75	5	True	0.005						
1447	newton-cg	l1	0.3	5	True	0.1						
1448	sag	l1	0.45	0	False	1.0						
1449	liblinear	l2	0.0	0	True	0.5						
1450	liblinear	elasticnet	0.3	5	True	0.001						
1451	liblinear	none	0.6	0	True	10.0						
1452	sag	l2	0.0	5	True	0.005						
1453	liblinear	l1	0.3	0	False	10.0						
1454	saga	none	0.45	1	True	0.1						
1455	saga	none	0.0	0	False	10.0	0.8609819446189938	0.7516968624856155	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8558116355115672
1456	newton-cg	none	0.3	0	True	0.01						
1457	saga	l1	1.0	1	True	0.05						
1458	lbfgs	l2	0.6	0	False	0.5	0.8664655858573163	0.753749627676844	0.6161004428169029	0.8775717360114778	0.5399129172714079	0.8578885935614737
1459	sag	l2	0.0	0	True	10.0						
1460	newton-cg	none	0.3	0	False	0.001	0.8609819446189938	0.7503583240103995	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8553582982146292
1461	liblinear	l2	0.45	0	False	1.0						
1462	liblinear	l2	0.3	0	True	0.1						
1463	liblinear	none	0.45	5	True	5.0						
1464	liblinear	elasticnet	0.0	5	False	0.005						
1465	sag	l2	0.15	0	False	10.0	0.8618951866281261	0.7512348565002878	0.6141801435234007	0.8136248355622493	0.551233671988389	0.8559707625859024
1466	saga	elasticnet	0.75	0	False	0.05	0.853667630178878	0.7558082227658518	0.5473776768707435	0.8929535376903799	0.4642235123367199	0.8574942731739732
1467	liblinear	l2	0.75	1	False	1.0	0.8609819446189937	0.7536628242415946	0.6092770719903207	0.8135715538451518	0.5436865021770683	0.8581307814713135
1468	newton-cg	l2	0.3	0	False	1.0	0.8628126178207868	0.7537481125975024	0.612965367965368	0.8549160916602776	0.5474600870827286	0.8577653137950932
1469	saga	l2	0.3	0	False	0.01	0.7659922081186378	0.7355950416720244	0.05740259740259741	0.6	0.030188679245283023	0.8470959308933848
1470	lbfgs	l1	0.9	5	False	0.01						
1471	sag	l1	0.3	5	False	0.5						
1472	liblinear	none	0.6	5	False	0.001						
1473	sag	l1	1.0	1	False	5.0						
1474	lbfgs	elasticnet	0.75	0	False	0.5						
1475	liblinear	none	0.9	0	False	0.5						
1476	liblinear	none	0.15	1	True	0.001						
1477	lbfgs	l2	0.6	1	False	0.5	0.8664655858573163	0.753749627676844	0.6161004428169029	0.8775717360114778	0.5399129172714079	0.8578885935614737
1478	sag	l1	0.75	0	True	0.5						
1479	newton-cg	l1	0.9	5	True	10.0						
1480	sag	none	0.3	5	True	0.01						
1481	liblinear	elasticnet	0.0	0	True	0.5						
1482	saga	elasticnet	0.9	5	True	0.1						
1483	newton-cg	l2	0.15	5	True	0.001						
1484	saga	l2	0.0	0	True	0.1						
1485	saga	none	0.3	5	True	0.005						
1486	liblinear	none	1.0	5	False	10.0						
1487	liblinear	l1	0.0	5	True	5.0						
1488	sag	l1	0.45	0	True	0.01						
1489	sag	none	0.75	5	False	0.5	0.8609819446189938	0.7507638543820694	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8554251840453249
1490	newton-cg	l1	0.0	5	False	0.001						
1491	lbfgs	l2	0.15	5	False	0.1	0.8609777554354656	0.752861876669112	0.5736866813337401	0.9104247104247104	0.4831640058055152	0.8569076013779355
1492	lbfgs	none	0.3	0	False	5.0	0.8609819446189938	0.7503169141257651	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8552892265724727
1493	lbfgs	elasticnet	0.3	5	True	0.5						
1494	liblinear	elasticnet	0.0	0	True	0.5						
1495	sag	l1	0.6	0	False	0.001						
1496	sag	l1	0.15	5	False	0.5						
1497	liblinear	l1	0.9	1	False	5.0	0.8618951866281261	0.7508297115063116	0.6140701047722125	0.8131380374293933	0.551233671988389	0.8555362232675259
1498	lbfgs	l2	0.75	5	True	0.005						
1499	saga	l1	0.9	0	False	0.05	0.8582338402245402	0.7384080864323623	0.5641609244259727	0.8939853261096934	0.48686502177068214	0.8494019619843671
1500	saga	elasticnet	0.75	5	True	0.001						
1501	saga	l2	0.75	0	True	0.5						
1502	saga	none	0.0	1	True	0.5						
1503	saga	none	0.15	1	True	0.05						
