	solver	penalty	l1_ratio	intercept_scaling	dual	C	accuracy	average_precision	f1	precision	recall	roc_auc
5148	newton-cg	l2	0.45	0	True	5.0						
5149	lbfgs	none	0.15	0	True	10.0						
5150	saga	l2	0.0	0	False	10.0	0.8609819446189938	0.7516896786943037	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8560157903019917
5151	liblinear	elasticnet	1.0	5	True	5.0						
5152	newton-cg	l1	0.15	0	False	0.01						
5153	sag	l1	0.6	5	True	5.0						
5154	sag	none	0.75	5	False	0.1	0.8609819446189938	0.7507638543820694	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8554251840453249
5155	saga	none	0.15	0	True	0.5						
5156	liblinear	l1	0.9	5	True	10.0						
5157	newton-cg	none	0.9	5	False	0.05	0.8609819446189938	0.7503583240103995	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8553582982146292
5158	lbfgs	none	0.0	0	True	0.005						
5159	sag	none	0.45	1	False	0.001	0.8609819446189938	0.7507939777674559	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8554483536468078
5160	sag	none	0.3	0	True	0.001						
5161	newton-cg	none	0.15	1	True	0.005						
5162	liblinear	elasticnet	0.45	5	True	0.005						
5163	lbfgs	l2	0.15	0	False	0.001	0.7586862720455783	0.6479611927988133	0.0	0.0	0.0	0.8114269851539685
5164	saga	l2	0.3	1	False	0.5	0.865552343848184	0.7534873064277814	0.6146777341985719	0.8726474935872354	0.5399129172714079	0.8580026929197195
5165	lbfgs	elasticnet	0.45	0	True	10.0						
5166	lbfgs	elasticnet	0.3	0	True	10.0						
5167	saga	l2	1.0	5	True	0.05						
5168	sag	none	1.0	0	False	1.0	0.8609819446189938	0.7507638543820694	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8554251840453249
5169	newton-cg	elasticnet	0.9	0	False	1.0						
5170	saga	elasticnet	0.6	0	False	10.0	0.8609819446189938	0.7515356912482312	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8557884659100845
5171	newton-cg	none	0.9	1	True	0.1						
5172	lbfgs	none	0.45	0	False	5.0	0.8609819446189938	0.7503169141257651	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8552892265724727
5173	sag	elasticnet	0.15	5	False	0.5						
5174	lbfgs	elasticnet	0.3	5	True	0.1						
5175	saga	l1	0.9	0	True	10.0						
5176	lbfgs	l1	0.15	1	True	1.0						
5177	lbfgs	l1	0.3	5	False	0.5						
5178	newton-cg	l1	0.9	5	True	0.1						
5179	liblinear	elasticnet	1.0	1	True	0.001						
5180	lbfgs	elasticnet	0.3	5	False	1.0						
5181	saga	none	0.0	0	False	0.5	0.8609819446189938	0.7516879113183019	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8557884659100845
5182	liblinear	l2	0.9	5	False	10.0	0.8618951866281261	0.7511796213142086	0.6141801435234007	0.8136248355622493	0.551233671988389	0.8558798328291395
5183	sag	l2	1.0	0	False	0.001	0.7586862720455783	0.6479611927988133	0.0	0.0	0.0	0.8114269851539685
5184	newton-cg	elasticnet	0.75	0	False	0.001						
5185	sag	l1	0.45	0	True	0.005						
5186	newton-cg	l1	0.75	1	True	10.0						
5187	sag	none	1.0	5	False	0.005	0.8609819446189938	0.7507939777674559	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8554483536468078
5188	newton-cg	l2	0.75	5	True	0.01						
5189	lbfgs	elasticnet	0.3	1	True	0.005						
5190	newton-cg	none	0.45	0	True	1.0						
5191	lbfgs	none	0.45	5	True	10.0						
5192	lbfgs	elasticnet	0.6	0	False	5.0						
5193	liblinear	elasticnet	0.45	0	False	10.0						
5194	lbfgs	none	0.3	5	False	0.5	0.8609819446189938	0.7503169141257651	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8552892265724727
5195	saga	l1	0.3	0	True	0.05						
5196	saga	l2	0.15	5	True	0.001						
5197	newton-cg	none	0.15	0	True	10.0						
5198	saga	none	1.0	5	True	5.0						
5199	sag	none	0.45	0	True	0.1						
5200	newton-cg	l2	0.75	5	True	0.5						
5201	saga	l1	0.15	0	False	5.0	0.8618951866281261	0.752000933485072	0.6140701047722125	0.8131380374293933	0.551233671988389	0.8558772098553866
5202	lbfgs	l1	0.9	5	False	0.05						
5203	liblinear	l1	0.15	0	False	0.05						
5204	saga	l2	0.75	5	False	0.1	0.8609777554354656	0.7529842086143723	0.5736866813337401	0.9104247104247104	0.4831640058055152	0.8569539405809014
5205	newton-cg	l2	1.0	5	False	0.005	0.7586862720455783	0.7188401189018243	0.0	0.0	0.0	0.8415754454683757
5206	sag	none	0.15	0	False	0.005	0.8609819446189938	0.7507638543820694	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8554251840453249
5207	lbfgs	l1	0.3	5	True	0.5						
5208	newton-cg	none	0.9	0	False	0.005	0.8609819446189938	0.7503583240103995	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8553582982146292
5209	liblinear	none	0.6	0	True	0.1						
5210	sag	l2	0.15	5	False	0.005	0.7586862720455783	0.7188401189018243	0.0	0.0	0.0	0.8415754454683757
5211	liblinear	elasticnet	0.6	0	False	0.5						
5212	sag	elasticnet	0.6	5	True	0.001						
5213	lbfgs	none	0.6	0	False	5.0	0.8609819446189938	0.7503169141257651	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8552892265724727
5214	lbfgs	elasticnet	0.15	5	True	0.001						
5215	liblinear	l1	0.3	5	False	1.0	0.8628126178207868	0.7534573290132951	0.6114335256746517	0.8590618683641938	0.5436865021770683	0.8551292251735534
5216	liblinear	elasticnet	0.9	1	True	1.0						
5217	sag	l2	1.0	0	True	0.5						
5218	sag	l1	0.15	5	True	0.005						
5219	sag	l2	0.0	1	True	0.001						
5220	liblinear	none	0.3	0	False	1.0						
5221	saga	l2	0.15	0	True	10.0						
5222	sag	none	0.15	5	True	5.0						
5223	newton-cg	l1	0.6	0	False	5.0						
5224	sag	none	0.75	5	False	10.0	0.8609819446189938	0.7507939777674559	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8554483536468078
5225	liblinear	l1	0.45	5	True	10.0						
5226	sag	none	0.6	0	True	0.5						
5227	newton-cg	l2	0.3	5	False	0.005	0.7586862720455783	0.7188401189018243	0.0	0.0	0.0	0.8415754454683757
5228	liblinear	l1	0.75	1	False	0.05	0.8554941141971429	0.7324879656148012	0.5499396158623033	0.9003101058935371	0.4642235123367199	0.8443378739923408
5229	newton-cg	elasticnet	1.0	0	True	0.05						
5230	lbfgs	none	0.9	5	False	0.01	0.8609819446189938	0.7503169141257651	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8552892265724727
5231	sag	l2	0.15	0	False	0.01	0.7659922081186378	0.7356441795260403	0.05740259740259741	0.6	0.030188679245283023	0.8471191004948677
5232	newton-cg	l1	0.15	1	False	0.1						
5233	lbfgs	l2	0.15	5	True	5.0						
5234	liblinear	l2	0.9	5	False	0.05	0.8591512714172008	0.7491134938947603	0.5543821278245303	0.9435117302052787	0.4492017416545718	0.8548962176718484
5235	sag	none	0.0	0	False	5.0	0.8609819446189938	0.7507168980088088	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8554024516061343
5236	newton-cg	none	0.15	1	True	0.1						
5237	sag	l2	0.45	1	False	5.0	0.8628084286372586	0.7517978702942394	0.6167333350127623	0.8140894116365814	0.5550072568940494	0.8564026789305261
5238	lbfgs	l1	0.0	0	False	5.0						
5239	liblinear	l2	0.9	0	True	0.01						
5240	liblinear	none	0.0	0	False	0.5						
5241	liblinear	elasticnet	0.75	0	True	10.0						
5242	saga	none	0.3	0	True	0.01						
5243	liblinear	l2	0.0	1	False	0.001	0.7586862720455783	0.5840270657570252	0.0	0.0	0.0	0.7433319635581512
5244	sag	l2	1.0	5	True	0.5						
5245	sag	none	0.9	0	False	5.0	0.8609819446189938	0.7506330405664609	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8553797191669436
5246	liblinear	l1	0.9	0	True	0.005						
5247	sag	l1	1.0	0	True	0.1						
5248	liblinear	elasticnet	0.9	5	True	0.01						
5249	liblinear	elasticnet	0.6	1	True	1.0						
5250	sag	none	0.6	0	False	0.1	0.8609819446189938	0.7507939777674559	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8554483536468078
5251	sag	none	0.15	5	False	0.01	0.8609819446189938	0.7507638543820694	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8554251840453249
5252	lbfgs	elasticnet	0.15	0	True	0.05						
5253	newton-cg	l2	0.0	0	True	0.05						
5254	saga	l1	1.0	5	True	0.001						
5255	liblinear	l1	0.15	1	True	0.01						
5256	sag	none	0.6	0	True	0.001						
5257	newton-cg	l1	0.75	1	True	0.05						
5258	saga	l2	1.0	0	True	0.5						
5259	newton-cg	l1	0.3	5	True	0.005						
5260	newton-cg	l1	0.15	0	False	0.5						
5261	liblinear	l1	0.75	0	False	1.0						
5262	liblinear	elasticnet	0.0	1	True	1.0						
5263	lbfgs	elasticnet	0.0	1	False	5.0						
5264	sag	none	0.9	1	False	5.0	0.8609819446189938	0.7507638543820694	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8554251840453249
5265	lbfgs	elasticnet	0.0	0	False	1.0						
5266	sag	l2	0.15	5	True	0.05						
5267	lbfgs	none	0.6	5	True	0.1						
5268	liblinear	l2	0.9	0	True	0.05						
5269	newton-cg	elasticnet	1.0	5	True	0.05						
5270	newton-cg	l1	0.15	5	True	5.0						
5271	newton-cg	l1	0.75	1	True	0.005						
5272	sag	l1	0.45	0	False	0.5						
5273	newton-cg	none	0.3	0	False	0.5	0.8609819446189938	0.7503583240103995	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8553582982146292
5274	sag	l2	0.15	5	True	0.1						
5275	lbfgs	none	1.0	5	False	0.01	0.8609819446189938	0.7503169141257651	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8552892265724727
5276	newton-cg	l2	0.15	0	True	0.001						
5277	sag	l2	0.9	5	True	10.0						
5278	saga	l2	0.6	5	True	5.0						
5279	liblinear	none	0.0	5	True	0.05						
5280	liblinear	none	0.3	5	True	0.005						
5281	saga	none	0.0	1	True	0.001						
5282	newton-cg	elasticnet	0.75	5	False	0.01						
5283	liblinear	elasticnet	1.0	0	False	10.0						
5284	liblinear	elasticnet	0.75	1	False	5.0						
5285	sag	elasticnet	0.6	1	True	5.0						
5286	sag	elasticnet	1.0	0	True	0.1						
5287	lbfgs	l2	0.75	5	True	10.0						
5288	newton-cg	elasticnet	0.15	5	True	5.0						
5289	liblinear	l2	0.15	0	True	0.1						
5290	newton-cg	elasticnet	0.45	5	False	0.05						
5291	newton-cg	elasticnet	0.6	5	True	0.01						
5292	sag	l1	0.9	5	True	0.05						
5293	saga	none	1.0	0	False	0.05	0.8609819446189938	0.7516653399929136	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8557652963086015
5294	sag	none	0.3	5	False	0.005	0.8609819446189938	0.7507638543820694	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8554251840453249
5295	lbfgs	l1	0.45	0	False	5.0						
5296	sag	l1	0.0	5	True	0.05						
5297	sag	l1	0.3	1	False	10.0						
5298	liblinear	l1	1.0	5	False	1.0	0.8628126178207868	0.7534352127647638	0.6114335256746517	0.8590618683641938	0.5436865021770683	0.8551064927343628
5299	saga	l1	1.0	5	False	0.01	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
5300	newton-cg	l2	0.9	5	False	0.005	0.7586862720455783	0.7188401189018243	0.0	0.0	0.0	0.8415754454683757
5301	sag	l2	1.0	0	False	0.5	0.8664655858573163	0.7538025828893875	0.6161004428169029	0.8775717360114778	0.5399129172714079	0.8579340584398553
5302	lbfgs	none	0.6	1	False	0.001	0.8609819446189938	0.7503169141257651	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8552892265724727
5303	saga	l2	0.6	1	False	5.0	0.8628084286372586	0.7522864553200576	0.6167333350127623	0.8140894116365814	0.5550072568940494	0.8564931715249969
5304	newton-cg	l1	0.45	5	False	0.01						
5305	saga	none	0.6	1	False	10.0	0.8609819446189938	0.7516879113183019	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8557884659100845
5306	sag	l1	0.45	0	False	5.0						
5307	lbfgs	l2	0.45	5	False	10.0	0.8618951866281261	0.7512400707297526	0.6141801435234007	0.8136248355622493	0.551233671988389	0.8558793956668473
5308	sag	l2	0.6	5	True	0.01						
5309	lbfgs	l1	0.45	1	False	0.001						
5310	newton-cg	l1	0.3	0	True	0.01						
5311	liblinear	none	0.75	0	True	10.0						
5312	sag	l1	0.3	5	True	0.5						
5313	lbfgs	l1	0.6	5	False	0.05						
5314	liblinear	l2	0.6	5	False	0.05	0.8591512714172008	0.7491134938947603	0.5543821278245303	0.9435117302052787	0.4492017416545718	0.8548962176718484
5315	lbfgs	l1	1.0	5	False	0.001						
5316	saga	none	0.6	5	False	0.001	0.8609819446189938	0.7516879113183019	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8557884659100845
5317	newton-cg	none	0.75	5	True	0.5						
5318	sag	l2	1.0	0	False	5.0	0.8628084286372586	0.7517978702942394	0.6167333350127623	0.8140894116365814	0.5550072568940494	0.8564026789305261
5319	newton-cg	l2	0.0	5	True	0.01						
5320	newton-cg	none	0.0	1	True	5.0						
5321	liblinear	l2	0.45	1	True	0.5	0.8664655858573165	0.7534324796983973	0.6155404878809134	0.8772157171287083	0.5399129172714079	0.8581653172923916
5322	sag	elasticnet	0.45	5	True	0.05						
5323	newton-cg	elasticnet	0.75	0	False	5.0						
5324	saga	none	0.45	0	True	0.5						
5325	lbfgs	elasticnet	0.6	1	False	0.1						
5326	sag	l2	0.3	0	False	0.05	0.8591512714172008	0.7489952758547265	0.5543821278245303	0.9435117302052787	0.4492017416545718	0.8548052879150856
5327	sag	none	0.75	1	True	0.001						
5328	lbfgs	l1	0.3	5	True	0.001						
5329	liblinear	l2	0.75	0	True	10.0						
5330	lbfgs	l1	0.6	0	True	0.01						
5331	liblinear	elasticnet	0.45	0	True	1.0						
5332	newton-cg	l2	0.0	5	True	1.0						
5333	saga	l1	0.9	5	False	5.0	0.8618951866281261	0.7520031436412882	0.6140701047722125	0.8131380374293933	0.551233671988389	0.8559231118960604
5334	sag	none	0.6	5	False	1.0	0.8609819446189938	0.7507939777674559	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8554483536468078
5335	newton-cg	none	0.45	5	False	0.05	0.8609819446189938	0.7503583240103995	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8553582982146292
5336	saga	elasticnet	0.15	0	False	0.01	0.7586862720455783	0.7520687083747478	0.0	0.0	0.0	0.8485997691783098
5337	saga	l1	0.3	1	True	0.5						
5338	saga	l1	0.9	1	False	0.1	0.8582338402245402	0.7525977706233438	0.5648701442841289	0.8897879352985759	0.4906386066763425	0.856378197842167
5339	saga	l2	0.0	5	True	0.001						
5340	saga	l1	0.15	5	True	0.001						
5341	saga	none	0.15	1	False	5.0	0.8609819446189938	0.7516742911602272	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8557884659100845
5342	sag	elasticnet	0.15	1	False	0.05						
5343	liblinear	none	0.0	0	True	10.0						
5344	sag	elasticnet	0.45	5	True	0.1						
5345	newton-cg	l2	0.15	5	True	0.005						
5346	saga	l1	0.9	0	False	0.01	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
5347	newton-cg	l1	0.0	0	True	0.001						
5348	liblinear	elasticnet	0.45	0	True	10.0						
5349	saga	l2	0.9	5	False	0.001	0.7586862720455783	0.647986137172859	0.0	0.0	0.0	0.8114497175931593
5350	sag	none	0.6	0	False	10.0	0.8609819446189938	0.7507638543820694	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8554251840453249
5351	sag	l2	0.3	0	True	0.1						
5352	newton-cg	l2	0.75	5	True	0.5						
5353	liblinear	none	0.75	5	False	1.0						
5354	liblinear	elasticnet	0.6	5	True	0.005						
5355	liblinear	l1	0.15	5	True	0.005						
5356	newton-cg	elasticnet	0.45	1	False	0.001						
5357	newton-cg	none	0.75	0	True	0.5						
5358	sag	elasticnet	0.75	0	False	0.005						
5359	saga	none	0.15	0	True	1.0						
5360	newton-cg	l2	0.6	0	True	0.005						
5361	sag	l2	1.0	0	False	0.05	0.8591512714172008	0.7490128896752346	0.5543821278245303	0.9435117302052787	0.4492017416545718	0.8548280203542763
5362	newton-cg	none	0.0	0	False	1.0	0.8609819446189938	0.7503583240103995	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8553582982146292
5363	lbfgs	l2	0.9	5	True	10.0						
5364	liblinear	elasticnet	0.6	1	True	0.1						
5365	saga	l1	0.0	1	True	0.005						
5366	sag	none	0.9	1	True	0.5						
5367	saga	l2	1.0	5	False	5.0	0.8628084286372586	0.7521429255008201	0.6167333350127623	0.8140894116365814	0.5550072568940494	0.8564472694843234
5368	lbfgs	l2	0.15	0	True	0.1						
5369	liblinear	l1	0.45	5	True	0.5						
5370	sag	elasticnet	0.3	0	True	5.0						
5371	sag	l1	0.45	0	False	0.005						
5372	sag	none	0.15	0	True	5.0						
5373	lbfgs	l2	0.0	0	False	1.0	0.8628126178207868	0.7537481125975024	0.612965367965368	0.8549160916602776	0.5474600870827286	0.8577653137950932
5374	newton-cg	l1	0.15	5	True	10.0						
5375	lbfgs	l2	0.0	0	False	0.001	0.7586862720455783	0.6479611927988133	0.0	0.0	0.0	0.8114269851539685
5376	newton-cg	none	0.3	1	False	10.0	0.8609819446189938	0.7503583240103995	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8553582982146292
5377	sag	l2	1.0	0	False	0.005	0.7586862720455783	0.7192069952120969	0.0	0.0	0.0	0.8415981779075665
5378	newton-cg	elasticnet	0.0	0	True	0.1						
5379	sag	elasticnet	0.15	0	False	0.1						
5380	sag	elasticnet	0.3	1	True	0.001						
5381	saga	l2	1.0	5	False	0.01	0.7659922081186378	0.7355950416720244	0.05740259740259741	0.6	0.030188679245283023	0.8470959308933848
5382	liblinear	elasticnet	0.9	0	True	10.0						
5383	newton-cg	elasticnet	0.75	0	True	0.5						
5384	saga	none	0.9	0	True	5.0						
5385	sag	elasticnet	1.0	5	True	0.05						
5386	saga	elasticnet	1.0	0	True	5.0						
5387	newton-cg	l2	0.6	0	False	0.05	0.8591512714172008	0.7489952758547265	0.5543821278245303	0.9435117302052787	0.4492017416545718	0.8548052879150856
5388	lbfgs	elasticnet	0.0	5	False	0.001						
5389	lbfgs	none	1.0	5	False	0.1	0.8609819446189938	0.7503169141257651	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8552892265724727
5390	sag	none	0.9	5	True	0.01						
5391	saga	l1	0.3	0	False	0.5	0.8637258598299191	0.7540907217414142	0.6034028892455858	0.886935286935287	0.521044992743106	0.8540192701138369
5392	saga	l1	0.75	0	True	1.0						
5393	liblinear	l2	0.9	5	False	0.001	0.7586862720455783	0.700832804321694	0.0	0.0	0.0	0.8241178064944832
5394	saga	elasticnet	0.15	5	False	1.0	0.8628126178207868	0.7532481173829734	0.612965367965368	0.8549160916602776	0.5474600870827286	0.8574217042334796
5395	lbfgs	none	0.45	1	True	0.005						
5396	saga	none	1.0	0	False	10.0	0.8609819446189938	0.7516252271836563	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8557657334708937
5397	sag	l2	0.0	5	False	0.005	0.7586862720455783	0.7188495765081042	0.0	0.0	0.0	0.8415981779075665
5398	liblinear	none	0.3	5	True	5.0						
5399	newton-cg	l2	0.15	5	False	1.0	0.8628126178207868	0.7537481125975024	0.612965367965368	0.8549160916602776	0.5474600870827286	0.8577653137950932
5400	lbfgs	l1	0.0	0	False	10.0						
5401	newton-cg	l2	0.75	5	False	0.05	0.8591512714172008	0.7489952758547265	0.5543821278245303	0.9435117302052787	0.4492017416545718	0.8548052879150856
5402	newton-cg	elasticnet	0.3	5	True	0.001						
5403	lbfgs	elasticnet	0.45	5	True	0.01						
5404	newton-cg	l2	0.9	5	False	0.001	0.7586862720455783	0.6479611927988133	0.0	0.0	0.0	0.8114269851539685
5405	liblinear	elasticnet	0.9	5	True	5.0						
5406	lbfgs	l1	0.15	1	True	0.01						
5407	sag	elasticnet	0.3	0	False	10.0						
5408	sag	l2	0.3	0	True	0.1						
5409	saga	none	0.75	5	True	0.1						
5410	sag	none	0.3	0	False	1.0	0.8609819446189938	0.7507638543820694	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8554251840453249
5411	newton-cg	l1	0.75	5	False	1.0						
5412	liblinear	none	0.0	5	False	0.1						
5413	saga	l2	0.45	0	True	0.05						
5414	saga	l2	1.0	0	False	0.1	0.8609777554354656	0.7530073357945908	0.5736866813337401	0.9104247104247104	0.4831640058055152	0.856976673020092
5415	saga	l2	0.75	1	True	0.05						
5416	newton-cg	elasticnet	0.0	0	True	0.001						
5417	saga	elasticnet	0.75	5	True	0.01						
5418	saga	elasticnet	0.15	0	False	0.5	0.8664655858573163	0.7535298494256076	0.6142294293512757	0.8817384026781445	0.5361393323657475	0.8572708832426951
5419	sag	l2	0.15	1	True	0.005						
5420	newton-cg	l1	0.9	0	True	0.1						
5421	liblinear	none	1.0	0	True	0.005						
5422	newton-cg	elasticnet	1.0	5	False	0.01						
5423	newton-cg	l2	0.6	5	False	0.1	0.8609777554354656	0.752861876669112	0.5736866813337401	0.9104247104247104	0.4831640058055152	0.8569076013779355
5424	liblinear	elasticnet	0.3	5	True	10.0						
5425	sag	l2	0.6	1	False	0.001	0.7586862720455783	0.6479611927988133	0.0	0.0	0.0	0.8114269851539685
5426	liblinear	elasticnet	0.0	5	True	1.0						
5427	newton-cg	elasticnet	0.3	5	False	0.001						
5428	liblinear	l1	0.45	5	True	0.001						
5429	liblinear	none	0.0	5	True	0.01						
5430	sag	none	0.45	1	False	0.1	0.8609819446189938	0.7507638543820694	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8554251840453249
5431	sag	none	0.45	5	False	10.0	0.8609819446189938	0.7507638543820694	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8554251840453249
5432	sag	elasticnet	0.6	5	False	0.01						
5433	newton-cg	l2	0.75	5	False	0.005	0.7586862720455783	0.7188401189018243	0.0	0.0	0.0	0.8415754454683757
5434	newton-cg	none	0.3	1	False	1.0	0.8609819446189938	0.7503583240103995	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8553582982146292
5435	saga	l1	1.0	0	False	1.0	0.8628126178207868	0.7540417333078145	0.6114335256746517	0.8590618683641938	0.5436865021770683	0.8552896637347649
5436	newton-cg	elasticnet	0.75	1	True	0.001						
5437	liblinear	l1	1.0	0	True	10.0						
5438	saga	l1	0.6	0	False	0.05	0.8582338402245402	0.7384080864323623	0.5641609244259727	0.8939853261096934	0.48686502177068214	0.8494019619843671
5439	lbfgs	elasticnet	0.9	5	True	5.0						
5440	sag	elasticnet	0.3	5	True	0.01						
5441	liblinear	elasticnet	0.9	5	False	0.01						
5442	saga	l1	0.9	0	False	10.0	0.8609819446189938	0.7516296027396456	0.6127818913386316	0.8094206313580452	0.551233671988389	0.855858411876825
5443	lbfgs	l1	0.75	5	True	0.01						
5444	lbfgs	none	0.75	5	False	10.0	0.8609819446189938	0.7503169141257651	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8552892265724727
5445	liblinear	elasticnet	0.9	0	False	0.001						
5446	lbfgs	l2	0.0	5	False	0.001	0.7586862720455783	0.6479611927988133	0.0	0.0	0.0	0.8114269851539685
5447	sag	elasticnet	1.0	5	False	5.0						
5448	newton-cg	l2	0.9	5	True	5.0						
5449	liblinear	elasticnet	0.45	0	False	0.1						
5450	newton-cg	elasticnet	0.75	1	False	0.5						
5451	sag	l2	0.6	0	False	0.01	0.7659922081186378	0.7356499641036481	0.05740259740259741	0.6	0.030188679245283023	0.8471422700963505
5452	liblinear	elasticnet	1.0	1	False	0.5						
5453	newton-cg	l2	0.9	5	True	1.0						
5454	newton-cg	elasticnet	1.0	0	False	0.01						
5455	newton-cg	l2	0.3	0	False	1.0	0.8628126178207868	0.7537481125975024	0.612965367965368	0.8549160916602776	0.5474600870827286	0.8577653137950932
5456	sag	elasticnet	0.15	5	True	0.5						
5457	saga	none	0.9	5	True	0.01						
5458	lbfgs	none	1.0	0	False	0.5	0.8609819446189938	0.7503169141257651	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8552892265724727
5459	newton-cg	l1	0.15	0	False	0.001						
5460	liblinear	l2	0.15	5	False	1.0	0.8628126178207868	0.7537582192331339	0.612965367965368	0.8549160916602776	0.5474600870827286	0.8578339482749577
5461	sag	l1	0.75	1	False	0.005						
5462	liblinear	l2	0.45	0	False	0.001						
5463	liblinear	l1	1.0	5	False	0.1	0.8573205982154078	0.7522320592718038	0.5616208445642409	0.8887798707824469	0.48686502177068214	0.8559725112350709
5464	saga	elasticnet	0.75	1	False	5.0	0.8618951866281261	0.7518532177143042	0.6140701047722125	0.8131380374293933	0.551233671988389	0.8560385227411824
5465	saga	elasticnet	0.75	0	False	1.0	0.8628126178207868	0.7539552503195066	0.6114335256746517	0.8590618683641938	0.5436865021770683	0.8559987409725988
5466	sag	none	0.9	0	False	0.5	0.8609819446189938	0.7507939777674559	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8554483536468078
5467	sag	l1	0.45	0	True	0.001						
5468	liblinear	elasticnet	0.0	5	False	0.01						
5469	newton-cg	none	0.45	0	True	0.005						
5470	newton-cg	none	0.75	1	False	10.0	0.8609819446189938	0.7503583240103995	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8553582982146292
5471	newton-cg	none	1.0	5	True	0.01						
5472	saga	l2	0.0	0	True	5.0						
5473	liblinear	elasticnet	0.0	1	True	0.1						
5474	newton-cg	l1	0.75	0	False	0.01						
5475	lbfgs	l1	0.15	0	False	0.01						
5476	sag	none	0.6	0	True	0.1						
5477	newton-cg	none	0.9	0	True	5.0						
5478	newton-cg	l2	0.9	0	False	0.5	0.8664655858573163	0.753749627676844	0.6161004428169029	0.8775717360114778	0.5399129172714079	0.8578885935614737
5479	newton-cg	l1	0.3	0	True	0.005						
5480	sag	l2	0.9	0	False	5.0	0.8628084286372586	0.7517978702942394	0.6167333350127623	0.8140894116365814	0.5550072568940494	0.8564026789305261
5481	lbfgs	elasticnet	0.15	5	False	10.0						
5482	liblinear	elasticnet	0.75	0	True	0.1						
5483	lbfgs	none	0.75	0	True	1.0						
5484	newton-cg	l2	0.6	5	False	1.0	0.8628126178207868	0.7537481125975024	0.612965367965368	0.8549160916602776	0.5474600870827286	0.8577653137950932
5485	liblinear	l1	1.0	0	True	0.005						
5486	saga	none	0.75	5	False	0.001	0.8609819446189938	0.7516879113183019	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8557884659100845
5487	lbfgs	l1	0.3	5	True	1.0						
5488	sag	l2	0.75	0	False	0.5	0.8664655858573163	0.7538025828893875	0.6161004428169029	0.8775717360114778	0.5399129172714079	0.8579340584398553
5489	lbfgs	l2	0.15	1	True	0.001						
5490	liblinear	l2	0.0	0	True	0.1						
5491	lbfgs	none	0.15	5	True	0.01						
5492	sag	l1	0.75	5	True	0.001						
5493	lbfgs	elasticnet	0.75	1	True	0.05						
5494	newton-cg	none	0.45	0	True	0.1						
5495	saga	elasticnet	1.0	5	True	10.0						
5496	liblinear	none	0.45	0	False	5.0						
5497	newton-cg	none	0.15	5	True	0.01						
5498	sag	elasticnet	0.75	5	True	0.01						
5499	lbfgs	l2	0.15	1	False	0.01	0.7659922081186378	0.7356499641036481	0.05740259740259741	0.6	0.030188679245283023	0.8471422700963505
5500	sag	none	0.15	0	False	0.05	0.8609819446189938	0.7507638543820694	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8554251840453249
5501	sag	l1	0.75	0	True	0.001						
